Word,Tag,Lemma,CorrectWord
til,ae,til,til
að,cn,að,að
afla,sng,afla,afla
fjár,nhee,fé,fjár
til,ae,til,til
að,cn,að,að
mæta,sng,mæta,mæta
þeim,fakeþ,sá,þeim
tekjumissi,nkeþ,tekjumissir,tekjumissi
",",",",",",","
er,ct,er,er
hér,aa,hér,hér
yrði,svg3eþ,verða,yrði
um,ao,um,um
að,cn,að,að
ræða,sng,ræða,ræða
fyrir,ao,fyrir,fyrir
ríkissjóð,nkeo,ríkissjóður,ríkissjóð
.,.,.,.
,,,
Að,aþ,að,Að
öðru,foheþ,annar,öðru
leyti,nheþ,leyti,leyti
",",",",",",","
eins,aa,eins,eins
og,c,og,og
áætlun,nven,áætlun,áætlun
fjárlaga,nhfe,fjárlög,fjárlaga
bendir,sfg3en,benda,bendir
til,aa,til,til
",",",",",",","
kemur,sfg3en,koma,kemur
í,ao,í,í
ljós,nheo,ljós,ljós
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
ekki,aa,ekki,ekki
gert,sþghen,gera,gert
ráð,nhen,ráð,ráð
fyrir,aþ,fyrir,fyrir
því,fpheþ,það,því
í,aþ,í,í
þeim,favfþ,hún,þeim
áætlunum,nvfþ,áætlun,áætlunum
",",",",",",","
sem,ct,sem,sem
gerðar,sþgvfn,gera,gerðar
hafa,sfg3fn,hafa,hafa
verið,ssg,vera,verið
",",",",",",","
fyrst,aae,snemma,fyrst
og,c,og,og
fremst,aae,fremst,fremst
af,aþ,af,af
Efnahagsstofnuninni,nveþgs,Efnahagsstofnunin,Efnahagsstofnuninni
",",",",",",","
að,c,að,að
tekjúaukning,nven,tekjúaukning,tekjuaukning
ríkissjóðs,nkee,ríkissjóður,ríkissjóðs
af,aþ,af,af
þessum,favfþ,þessi,þessum
ráðstöfunum,nvfþ,ráðstöfun,ráðstöfunum
geri,svg3en,gera,geri
meira,lhenvm,mikill,meira
en,c,en,en
að,cn,að,að
vega,sng,vega,vega
upp,ao,upp,upp
útgjöldin,nhfog,útgjald,útgjöldin
vegna,ae,vegna,vegna
verðtollslækkananna,nhfeg,verðtollslækkan,verðtollslækkananna
og,c,og,og
aðra,foveo,annar,aðra
þá,faveo,sá,þá
útgjaldaþörf,nveo,útgjaldaþörf,útgjaldaþörf
",",",",",",","
sem,ct,sem,sem
ég,fp1en,ég,ég
hef,sfg1en,hafa,hef
gert,ssg,gera,gert
grein,nveo,grein,grein
fyrir,aa,fyrir,fyrir
.,.,.,.
,,,
Hv.,nveþ,Hv.,Hv.
Nd.,nkfo-s,Nd.,Nd.
þótti,sfg3eþ,þykja,þótti
rétt,lhensf,réttur,rétt
að,c,að,að
Iögfesta,nken-s,Iögfestur,lögfesta
hér,aa,hér,hér
sérstaka,lvenvf,sérstakur,sérstaka
heimild,nven,heimild,heimild
til,ae,til,til
fjmrh.,nkee,fjmrh.,fjmrh.
um,ao,um,um
að,cn,að,að
innleiða,sng,innleiða,innleiða
svokallað,lheosf,svokallaður,svokallað
tvöfalt,lheosf,tvöfaldur,tvöfalt
kassakerfi,nheo,kassakerfi,kassakerfi
í,aþ,í,í
verslunum,nvfþ,verslun,verslunum
.,.,.,.
,,,
Sérstaktega,nkee,sérstaktegi,Sérstaklega
á,ao,á,á
þetta,faheo,þessi,þetta
sér,fpkeþ,sig,sér
stað,nkeþ,staður,stað
í,aþ,í,í
verslunum,nvfþ,verslun,verslunum
úti,aa,úti,úti
um,ao,um,um
land,nheo,land,land
og,c,og,og
mundi,svg3eþ,munu,mundi
vera,sng,vera,vera
miklum,lkfþsf,mikill,miklum
erfiðleikum,nkfþ,erfiðleiki,erfiðleikum
bundið,sþghen,binda,bundið
að,cn,að,að
fylgjast,snm,fylgja,fylgjast
með,aþ,með,með
því,fpheþ,það,því
.,.,.,.
,,,
Það,fphen,það,Það
hefur,sfg3en,hafa,hefur
ekki,aa,ekki,ekki
verið,ssg,vera,verið
fundin,sþgven,finna,fundin
önnur,foven,annar,önnur
leið,nven,leið,leið
eðlilegri,lvenvm,eðlilegur,eðlilegri
en,c,en,en
sú,faven,sá,sú
",",",",",",","
sem,ct,sem,sem
hér,aa,hér,hér
er,sfg3en,vera,er
um,ao,um,um
að,cn,að,að
ræða,sng,ræða,ræða
",",",",",",","
og,c,og,og
eins,aa,eins,eins
og,c,og,og
ég,fp1en,ég,ég
í,aþ,í,í
upphafi,nheþ,upphaf,upphafi
máls,nhee,mál,máls
míns,fehee,minn,míns
sagði,sfg1eþ,segja,sagði
",",",",",",","
þá,aa,þá,þá
hef,sfg1en,hafa,hef
ég,fp1en,ég,ég
oftar,aam,oft,oftar
eri,sfg1en,era,en
einu,foheþ,einn,einu
sinni,nheþ,sinn,sinni
lýst,ssg,lýsa,lýst
yfir,aa,yfir,yfir
því,fpheþ,það,því
í,aþ,í,í
fjárlagaræðum,nvfþ,fjárlagaræða,fjárlagaræðum
undanfarin,lhfosf,undanfarinn,undanfarin
ár,nhfo,ár,ár
",",",",",",","
að,c,að,að
það,fphen,það,það
væri,svg3eþ,vera,væri
óumflýjanleg,lvensf,óumflýjanlegur,óumflýjanleg
nauðsyn,nven,nauðsyn,nauðsyn
að,cn,að,að
taka,sng,taka,taka
til,ae,til,til
endurskoðunar,nvee,endurskoðun,endurskoðunar
hið,ghen,hinn,hið
mjög,aa,mjög,mjög
svo,aa,svo,svo
háa,lhenvf,hár,háa
aðflutningsgjaldakerfi,nhen,aðflutningsgjaldakerfi,aðflutningsgjaldakerfi
",",",",",",","
sem,ct,sem,sem
er,sfg3en,vera,er
hér,aa,hér,hér
á,aþ,á,á
landi,nheþ,land,landi
.,.,.,.
,,,
Í,aa,í,Í
aths.,sþgven,aths.,aths.
við,aa,við,við
frv.,aa,frv.,frv.
til,ae,til,til
1.,ta,1.,1.
um,ao,um,um
tollskrá,nveo,tollskrá,tollskrá
o.fl.,as,o.fl.,o.fl.
",",",",",",","
sem,ct,sem,sem
einnig,aa,einnig,einnig
liggur,sfg3en,liggja,liggur
hér,aa,hér,hér
fyrir,aþ,fyrir,fyrir
hv.,lheþsf,hv.,hv.
Alþ.,nheþ-s,Alþ.,Alþ.
",",",",",",","
er,sfg3en,vera,er
boðuð,sþgven,boða,boðuð
ný,aa,ný,ný
stefna,nven,stefna,stefna
í,ao,í,í
skatta-,nhfþ,skatta-,skatta--
og,c,og,og
tollamálum,nhfþ,tollamál,tollamálum
.,.,.,.
,,,
Þar,aa,þar,Þar
segir,sfg3en,segja,segir
",",",",",",","
að,c,að,að
sú,faven,sá,sú
tilfærsla,nven,tilfærsla,tilfærsla
",",",",",",","
sem,ct,sem,sem
þetta,faheo,þessi,þetta
frv.,aa,frv.,frv.
og,c,og,og
tollskrárfrv.,sbg2en,tollskrárfrv.,tollskrárfrv.
gera,sfg3fn,gera,gera
ráð,nhen,ráð,ráð
fyrir,aa,fyrir,fyrir
",",",",",",","
frá,aþ,frá,frá
aðflutningsgjöldum,nhfþ,aðflutningsgjald,aðflutningsgjöldum
yfir,aa,yfir,yfir
í,ao,í,í
söluskatt,nkeo,söluskattur,söluskatt
",",",",",",","
sé,svg3en,vera,sé
fyrsta,lhenve,fyrr,fyrsta
stóra,lhenvf,stór,stóra
skrefið,nheng,skref,skrefið
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
hverfa,sng,hverfa,hverfa
frá,aþ,frá,frá
aðftutningsgjöldum,nhfþ,aðftutningsgjald,aðflutningsgjöldum
sem,ct,sem,sem
aðaltekjulind,nven,aðaltekjulind,aðaltekjulind
ríkissjóðs,nkee,ríkissjóður,ríkissjóðs
.,.,.,.
,,,
f,sfg3eþ,f,Í
Ijósi,nken-s,Ijósi,ljósi
þessarar,favee,þessi,þessarar
yfirlýsingar,nvfo,yfirlýsing,yfirlýsingar
verður,sfg3en,verða,verður
að,cn,að,að
líta,sng,líta,líta
á,ao,á,á
þetta,faheo,þessi,þetta
frv.,aa,frv.,frv.
",",",",",",","
sem,ct,sem,sem
hér,aa,hér,hér
er,sfg3en,vera,er
til,ae,til,til
umr.,nvee,umr.,umr.
",",",",",",","
sem,ct,sem,sem
miklu,lheþsf,mikill,miklu
meira,lheovm,mikill,meira
stórmál,nheo,stórmál,stórmál
en,c,en,en
annars,aa,annars,annars
hefði,svg3eþ,hafa,hefði
verið,ssg,vera,verið
.,.,.,.
,,,
Ég,fp1en,ég,Ég
hef,sfg1en,hafa,hef
hér,aa,hér,hér
undir,aþ,undir,undir
höndum,nvfþ,hönd,höndum
upplýsingar,nvfo,upplýsing,upplýsingar
um,ao,um,um
launakjör,nhfo,launakjör,launakjör
opinberra,lkfesf,opinber,opinberra
starfsmanna,nkfe,starfsmaður,starfsmanna
í,aþ,í,í
Danmörku,nveþ-s,Danmörk,Danmörku
",",",",",",","
en,c,en,en
þar,aa,þar,þar
voru,sfg3fþ,vera,voru
gerðir,sþgkfn,gera,gerðir
nýir,lkfnsf,nýr,nýir
samningar,nkfn,samningur,samningar
við,ao,við,við
opinbera,lkfosf,opinber,opinbera
starfsmenn,nkfo,starfsmaður,starfsmenn
á,aþ,á,á
síðasta,lheþve,síðari,síðasta
ári,nheþ,ár,ári
",",",",",",","
sem,ct,sem,sem
siðan,lkeosf,siður,síðan
voru,sfg3fþ,vera,voru
staðfestir,sfg3en,staðfesta,staðfestir
með,aþ,með,með
Iögum,nkfþ-s,Iagur,lögum
",",",",",",","
eins,aa,eins,eins
og,c,og,og
tíðkast,sfm3en,tíðka,tíðkast
þar,aa,þar,þar
í,aþ,í,í
landi,nheþ,land,landi
.,.,.,.
,,,
Enn,aa,enn,Enn
hefur,sfg3en,hafa,hefur
Bandalag,nhen-s,Bandalag,Bandalag
starfsmarma,nkeo,starfsmarmi,starfsmanna
ríkis,nhee,ríki,ríkis
og,c,og,og
bæja,nkfe,bær,bæja
ekki,aa,ekki,ekki
tekið,ssg,taka,tekið
ákvörðun,nveo,ákvörðun,ákvörðun
um,ao,um,um
þær,favfo,hún,þær
launakröfur,nvfo,launakrafa,launakröfur
",",",",",",","
sem,ct,sem,sem
settar,sþgvfn,setja,settar
verða,sfg3fn,verða,verða
fram,ao,fram,fram
næsta,lheove,næstur,næsta
sumar,nheo,sumar,sumar
.,.,.,.
,,,
Hér,aa,hér,Hér
segir,sfg3en,segja,segir
orðrétt,lheosf,orðréttur,orðrétt
:,:,:,:
„,nkeo,„ur,„
Sú,faven,sá,Sú
stefna,nven,stefna,stefna
",",",",",",","
sem,ct,sem,sem
mörkuð,sþgven,marka,mörkuð
er,sfg3en,vera,er
samhliða,aþ,samhliða,samhliða
ráðagerðum,nvfþ,ráðagerð,ráðagerðum
um,ao,um,um
aðild,nveo,aðild,aðild
Islands,nhee-s,Island,Íslands
að,aþ,að,að
EFTA,nkeþ-s,Efti,EFTA
",",",",",",","
er,sfg3en,vera,er
því,aa,því,því
fyrsta,lhenve,fyrr,fyrsta
stóra,lhenvf,stór,stóra
skrefið,nheng,skref,skrefið
til,ae,til,til
að,cn,að,að
hverfa,sng,hverfa,hverfa
frá,aþ,frá,frá
aðflutningsgjöldum,nhfþ,aðflutningsgjald,aðflutningsgjöldum
sem,ct,sem,sem
aðaltekjulind,nven,aðaltekjulind,aðaltekjulind
ríkissjóðs,nkee,ríkissjóður,ríkissjóðs
.,.,.,.
,,,
Sú,faven,sá,Sú
þróun,nven,þróun,þróun
",",",",",",","
sem,ct,sem,sem
hafin,sþgven,hefja,hafin
er,sfg3en,vera,er
með,aþ,með,með
þessari,faveþ,þessi,þessari
stefnubreytingu,nveþ,stefnubreyting,stefnubreytingu
",",",",",",","
hlýtur,sfg3en,hljóta,hlýtur
að,cn,að,að
gerast,snm,gera,gerast
hægt,aa,hægt,hægt
á,aþ,á,á
Iöngum,nkfþ-s,Iangar,löngum
tíma,nkeþ,tími,tíma
.,.,.,.
,,,
Tollur,nken,tollur,Tollur
þessi,faken,þessi,þessi
og,c,og,og
skattur,nken,skattur,skattur
er,sfg3en,vera,er
því,faheþ,það,því
hvort,fohen,hvor,hvort
tveggja,tfkfe,tveir,tveggja
i,e,i,í
senn,aa,senn,senn
",",",",",",","
ranglátur,lkensf,ranglátur,ranglátur
gagnvart,aþ,gagnvart,gagnvart
þeim,favfþ,hún,þeim
",",",",",",","
sem,ct,sem,sem
greiða,sfg3fn,greiða,greiða
hann,fpkeo,hann,hann
",",",",",",","
og,c,og,og
mjög,aa,mjög,mjög
óskynsamlegur,lkensf,óskynsamlegur,óskynsamlegur
frá,aþ,frá,frá
sjónarmiði,nheþ,sjónarmið,sjónarmiði
þjóðfélagsheildarinnar.,nvee,þjóðfélagsheildarinnar.,þjóðfélagsheildarinnar.
“,nkeo,“ur,“
,,,
Sú,faven,sá,Sú
skýring,nven,skýring,skýring
er,sfg3en,vera,er
gefin,sþgven,gefa,gefin
á,aþ,á,á
þessu,faheþ,þessi,þessu
máli,nheþ,mál,máli
",",",",",",","
að,c,að,að
söluskattshækkunin,nveng,söluskattshækkun,söluskattshækkunin
sé,svg3en,vera,sé
að,aþ,að,að
miklu,lheþsf,mikill,miklu
leyti,nheþ,leyti,leyti
tilfærsla,nvfe,tilfærsla,tilfærsla
á,aþ,á,á
tekjum,nvfþ,tekja,tekjum
",",",",",",","
sem,ct,sem,sem
ríkið,nheng,ríki,ríkið
innheimtir,sfg3en,innheimta,innheimtir
",",",",",",","
vegna,ae,vegna,vegna
þess,fphee,það,þess
að,c,að,að
tollar,nkfn,tollur,tollar
samkvæmt,aþ,samkvæmt,samkvæmt
EFTA-samningnum,nkeþgs,Efta-samningur,EFTA--samningnum
séu,svg3fn,vera,séu
lækkaðir,sþgkfn,lækka,lækkaðir
að,aþ,að,að
nokkru,foheþ,nokkur,nokkru
leyti,nheþ,leyti,leyti
á,aa,á,á
móti,aþ,móti,móti
þeirri,faveþ,sá,þeirri
hækkun,nveþ,hækkun,hækkun
",",",",",",","
sem,ct,sem,sem
af,aþ,af,af
þessu,faheþ,þessi,þessu
frv.,aa,frv.,frv.
leiðir,nvfo,leið,leiðir
.,.,.,.
,,,
Ef,c,ef,Ef
einhver,foken,einhver,einhver
þm.,nhen,þm.,þm.
hefði,svg3eþ,hafa,hefði
spáð,sþghen,spá,spáð
því,aa,því,því
eða,c,eða,eða
fullyrt,sþghen,fullyrða,fullyrt
það,fphen,það,það
hér,aa,hér,hér
í,aþ,í,í
ræðustóli,nkeþ,ræðustóll,ræðustóli
Alþ.,nvee-s,Alþ.,Alþ.
",",",",",",","
að,c,að,að
frá,aþ,frá,frá
því,fpheþ,það,því
í,aþ,í,í
ársbyrjun,nveþ,ársbyrjun,ársbyrjun
1960,ta,1960,1960
til,ae,til,til
ársloka,nhfe,árslok,ársloka
1969,ta,1969,1969
",",",",",",","
eða,c,eða,eða
á,aþ,á,á
10,ta,10,10
ára,nhfe,ár,ára
tímabili,nheþ,tímabil,tímabili
",",",",",",","
yrði,svg3eþ,verða,yrði
gengi,nhen,gengi,gengi
íslensku,lveevf,íslenskur,íslensku
krónunnar,nveeg,króna,krónunnar
fellt,sþghen,fella,fellt
fjórum,tfhfþ,fjórir,fjórum
sinnum,nhfþ,sinn,sinnum
og,c,og,og
það,faheo,það,það
stórkostlega,lheosf,stórkostlegur,stórkostlega
",",",",",",","
að,c,að,að
fjárl.,nkeo,fjárl.,fjárl.
mundu,svg3fþ,munu,mundu
á,aþ,á,á
einum,fokeþ,einn,einum
áratug,nkeþ,áratugur,áratug
áttfaldast,snm,áttfalda,áttfaldast
að,aþ,að,að
krónutölu,nveþ,krónutala,krónutölu
",",",",",",","
miðað,ssg,miða,miðað
við,ao,við,við
þær,favfo,hún,þær
krónur,nvfo,króna,krónur
vitanlega,aa,vitanlega,vitanlega
",",",",",",","
sem,ct,sem,sem
gengislækkuninni,nveþg,gengislækkun,gengislækkuninni
fylgja,sng,fylgja,fylgja
",",",",",",","
og,c,og,og
að,c,að,að
hækkunin,nveng,hækkun,hækkunin
á,ao,á,á
fjárl.,nkeo,fjárl.,fjárl.
ríkisins,nheeg,ríki,ríkisins
frá,aþ,frá,frá
einu,foheþ,einn,einu
ári,nheþ,ár,ári
til,ae,til,til
annars,fohee,annar,annars
á,aþ,á,á
þessu,faheþ,þessi,þessu
10,ta,10,10
ára,nhfe,ár,ára
tímabili,nheþ,tímabil,tímabili
mundi,svg3eþ,munu,mundi
nema,c,nema,nema
í,aþ,í,í
krónutölu,nveþ,krónutala,krónutölu
svipaðri,lveþsf,svipaður,svipaðri
upphæð,nveþ,upphæð,upphæð
og,c,og,og
heildarupphæð,nveþ,heildarupphæð,heildarupphæð
fjárl.,lkensf,fjárl.,fjárl.
var,sfg3eþ,vera,var
árlega,aa,árlega,árlega
á,aþ,á,á
áratugnum,nkeþg,áratugur,áratugnum
"1950-1960,-",ta,"1950-1960,-","1950---1960,---"
ef,c,ef,ef
einhver,foken,einhver,einhver
hefði,svg3eþ,hafa,hefði
spáð,sþghen,spá,spáð
þessu,faheþ,þessi,þessu
hér,aa,hér,hér
í,aþ,í,í
ræðustóli,nkeþ,ræðustóll,ræðustóli
á,aþ,á,á
Alþingi,nheþ-s,Alþingi,Alþingi
fyrir,aþ,fyrir,fyrir
10,ta,10,10
árum,nhfþ,ár,árum
",",",",",",","
hvað,fshen,hver,hvað
hefði,svg3eþ,hafa,hefði
verið,ssg,vera,verið
sagt,sþghen,segja,sagt
um,ao,um,um
slíka,fbkfo,slíkur,slíka
spádóma,nkfo,spádómur,spádóma
?,?,?,?
,,,
Nú,aa,nú,Nú
eru,sfg3fn,vera,eru
í,ao,í,í
fjárl.,nkeo,fjárl.,fjárl.
nálægt,aþ,nálægt,nálægt
2000,ta,2000,2.000
millj.,tfvfe,millj.,millj.
kr.,nvfe,kr.,kr.
",",",",",",","
sem,ct,sem,sem
þá,aa,þá,þá
voru,sfg3fþ,vera,voru
alls,fohee,allur,alls
ekki,aa,ekki,ekki
teknar,lvfnsf,tekinn,teknar
í,ao,í,í
fjárlög,nhfo,fjárlög,fjárlög
.,.,.,.
,,,
Jafnframt,aa,jafnframt,Jafnframt
er,sfg3en,vera,er
það,fphen,það,það
vitað,sþghen,vita,vitað
",",",",",",","
að,c,að,að
1959,ta,1959,1959
ög,nhfn,ag,og
1960,ta,1960,1960
var,sfg3eþ,vera,var
haldið,sþghen,halda,haldið
utan,ae,utan,utan
fjárlaga,nhfe,fjárlög,fjárlaga
upphæðum,nvfþ,upphæð,upphæðum
",",",",",",","
sem,ct,sem,sem
reyndust,sfm3fþ,reyna,reyndust
á,aþ,á,á
þeim,fahfþ,það,þeim
árum,nhfþ,ár,árum
jafnháar,lvfnsf,jafnhár,jafnháar
fjárl.,nkeo,fjárl.,fjárl.
sjálfum,fbkeþ,sjálfur,sjálfum
",",",",",",","
þannig,aa,þannig,þannig
að,c,að,að
í,ao,í,í
stað,nkeo,staður,stað
þess,fphee,það,þess
",",",",",",","
að,c,að,að
þar,aa,þar,þar
væri,svg3eþ,vera,væri
um,aa,um,um
1000,ta,1000,1.000
millj.,nvfn,millj.,millj.
að,cn,að,að
ræða,sng,ræða,ræða
",",",",",",","
voru,sfg3fþ,vera,voru
það,fphen,það,það
rúmar,sfg3en,rúma,rúmar
2000,ta,2000,2.000
millj.,nvfþ,millj.,millj.
,,,
Vitanlega,aa,vitanlega,Vitanlega
er,sfg3en,vera,er
sannleikurinn,nkeng,sannleikur,sannleikurinn
sá,sfg3eþ,sjá,sá
",",",",",",","
að,c,að,að
þegar,c,þegar,þegar
við,fp1fn,ég,við
förum,sfg1fn,fara,förum
að,cn,að,að
skoða,sng,skoða,skoða
þetta,faheo,þessi,þetta
dæmi,nheo,dæmi,dæmi
niður,aa,niður,niður
í,ao,í,í
kjölinn,nkeog,kjölur,kjölinn
",",",",",",","
þá,aa,þá,þá
held,sfg1en,halda,held
ég,fp1en,ég,ég
",",",",",",","
að,c,að,að
menn,nkfn,maður,menn
ættu,svg3fþ,eiga,ættu
einhvern,fokeo,einhver,einhvern
tíma,nkeo,tími,tíma
að,cn,að,að
íhuga,sng,íhuga,íhuga
",",",",",",","
-,-,-,--
og,c,og,og
það,fpheo,það,það
veit,sfg1en,vita,veit
ég,fp1en,ég,ég
",",",",",",","
að,c,að,að
jafnfróður,nken,jafnfróður,jafnfróður
maður,nken,maður,maður
og,c,og,og
hv.,nven,hv.,hv.
2.,ta,2.,2.
þm.,lheþsf,þm.,þm.
,,,
Austf.,nken,Austf.,Austf.
er,sfg3en,vera,er
manna,nkfe,maður,manna
líklegastur,lkense,líklegur,líklegastur
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
gera,sng,gera,gera
",",",",",",","
---,ta,---,--
hverjar,fsvfn,hver,hverjar
þessar,favfn,þessi,þessar
ónauðsynlegu,lvfnvf,ónauðsynlegur,ónauðsynlegu
vörur,nvfn,vara,vörur
eru,sfg3fn,vera,eru
.,.,.,.
,,,
Það,fahen,það,Það
",",",",",",","
sem,ct,sem,sem
enn,aa,enn,enn
er,sfg3en,vera,er
í,aþ,í,í
hátollaflokki,nkeþ,hátollaflokkur,hátollaflokki
",",",",",",","
svo,aa,svo,svo
að,c,að,að
ég,fp1en,ég,ég
veki,svg1en,vekja,veki
athygli,nveo,athygli,athygli
á,aþ,á,á
einhverju,foheþ,einhver,einhverju
",",",",",",","
sem,ct,sem,sem
við,fp1fn,ég,við
teljum,sfg1fn,telja,teljum
að,c,að,að
þurfi,svg3en,þurfa,þurfi
að,cn,að,að
lækka,sng,lækka,lækka
",",",",",",","
eru,sfg3fn,vera,eru
fjölmörg,lhfnsf,fjölmargur,fjölmörg
heimilistæki,nhfn,heimilistæki,heimilistæki
",",",",",",","
sem,ct,sem,sem
eru,sfg3fn,vera,eru
mjög,aa,mjög,mjög
nauðsynleg,lhfnsf,nauðsynlegur,nauðsynleg
:,:,:,:
Fólk,nhen,fólk,Fólk
sparar,sfg3en,spara,sparar
þetta,faheo,þessi,þetta
kannske,aa,kannske,kannske
við,ao,við,við
sig,fpheo,sig,sig
",",",",",",","
en,c,en,en
allir,fokfn,allur,allir
þurfa,sfg3fn,þurfa,þurfa
að,cn,að,að
kaupa,sng,kaupa,kaupa
þetta,faheo,þessi,þetta
",",",",",",","
í,aþ,í,í
mismunandi,lkeþof,mismunandi,mismunandi
ríkum,lkeþsf,ríkur,ríkum
mæli,nkeþ,mælir,mæli
að,c,að,að
visu,nveþ,visa,vísu
.,.,.,.
,,,
Þarna,aa,þarna,Þarna
kemur,sfg3en,koma,kemur
ótalmargt,lhensf,ótalmargur,ótalmargt
til,ae,til,til
greina,nvfe,grein,greina
",",",",",",","
eins,aa,eins,eins
óg,nkeo,ógur,og
hv.,nkee,hv.,hv.
þm.,lheþsf,þm.,þm.
gat,sfg3eþ,geta,gat
réttilega,aa,réttilega,réttilega
um,ao,um,um
",",",",",",","
þannig,aa,þannig,þannig
að,c,að,að
þessar,favfn,þessi,þessar
tölur,nvfn,tala,tölur
segja,sfg3fn,segja,segja
ekki,aa,ekki,ekki
alla,foveo,allur,alla
sögu,nveo,saga,sögu
",",",",",",","
þó,aa,þó,þó
það,fphen,það,það
sé,svg3en,vera,sé
fróðlegt,lhensf,fróðlegur,fróðlegt
að,cn,að,að
heyra,sng,heyra,heyra
þær,fpvfo,hún,þær
.,.,.,.
,,,
En,c,en,En
mér,fp1eþ,ég,mér
þykir,sfg3en,þykja,þykir
gott,lhensf,góður,gott
að,cn,að,að
geta,sng,geta,geta
komið,ssg,koma,komið
fram,aa,fram,fram
þeirri,faveþ,sá,þeirri
leiðréttingu,nveþ,leiðrétting,leiðréttingu
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
algerlega,aa,algerlega,algerlega
villandi,lhenof,villandi,villandi
sagt,sþghen,segja,sagt
frá,aa,frá,frá
í,aþ,í,í
Vísi,nkeþ,vísir,Vísi
í,aþ,í,í
viðtali,nheþ,viðtal,viðtali
",",",",",",","
sem,ct,sem,sem
blaðið,nheng,blað,blaðið
átti,sfg3eþ,eiga,átti
við,ao,við,við
deildarstjóra,nkeo,deildarstjóri,deildarstjóra
launadeildar,nvee,launadeild,launadeildar
fjmrn.,lhenvm,fjmrn.,fjmrn.
",",",",",",","
-,-,-,--
sem,c,sem,sem
hann,fpken,hann,hann
að,aþ,að,að
vísu,lheþsf,vís,vísu
einnig,aa,einnig,einnig
hefur,sfg3en,hafa,hefur
sent,ssg,senda,sent
blaðinu,nheþg,blað,blaðinu
leiðréttingu,nveo,leiðrétting,leiðréttingu
á,aa,á,á
",",",",",",","
ég,fp1en,ég,ég
veit,sfg1en,vita,veit
ekki,aa,ekki,ekki
",",",",",",","
hvort,c,hvort,hvort
hún,fpven,hún,hún
hefur,sfg3en,hafa,hefur
verið,ssg,vera,verið
birt,sþgven,birta,birt
ennþá,aa,ennþá,ennþá
",",",",",",","
en,c,en,en
tel,sfg1en,telja,tel
rétt,aa,rétt,rétt
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
komi,svg3en,koma,komi
hér,aa,hér,hér
fram,aa,fram,fram
",",",",",",","
-,-,-,--
að,c,að,að
ríkisstj.,nvfo,ríkisstj.,ríkisstj.
hefur,sfg3en,hafa,hefur
ekki,aa,ekki,ekki
lýst,ssg,lýsa,lýst
yfir,aa,yfir,yfir
nokkrum,fokeþ,nokkur,nokkrum
einasta,lkeþvf,einasti,einasta
vilja,nkeþ,vilji,vilja
í,ao,í,í
eina,tfveo,einn,eina
né,c,né,né
neina,foveo,neinn,neina
átt,nveo,átt,átt
í,aþ,í,í
þessu,faheþ,þessi,þessu
sambandi,nheþ,samband,sambandi
",",",",",",","
allra,fokfe,allur,allra
síst,aae,síst,síst
þeim,fphfþ,það,þeim
að,cn,að,að
hækka,sng,hækka,hækka
laun,nveo,laun,laun
einhverra,fokfe,einhver,einhverra
tiltekinna,lkfesf,tiltekinn,tiltekinna
hæst,lvense,hár,hæst
launaðra,lkfesf,launaður,launaðra
embættismanna,nkfe,embættismaður,embættismanna
.,.,.,.
,,,
En,c,en,En
ég,fp1en,ég,ég
hygg,sfg1en,hyggja,hygg
",",",",",",","
að,c,að,að
það,fphen,það,það
sé,svg3en,vera,sé
ekki,aa,ekki,ekki
ágreiningur,nken,ágreiningur,ágreiningur
okkar,fp1fe,ég,okkar
í,aa,í,í
milli,aa,milli,milli
um,ao,um,um
það,fpheo,það,það
",",",",",",","
og,c,og,og
það,fpheo,það,það
þekkja,sfg3fn,þekkja,þekkja
menn,nkfn,maður,menn
gerla,aa,gerla,gerla
frá,aþ,frá,frá
deilum,nvfþ,deila,deilum
háskólamannanna,nkfeg,háskólamaður,háskólamannanna
og,c,og,og
samtaka,nhfe,samtök,samtaka
þeirra,fphfe,það,þeirra
",",",",",",","
að,c,að,að
hér,aa,hér,hér
sé,svg3en,vera,sé
orðið,sþghen,verða,orðið
um,ao,um,um
að,cn,að,að
ræða,sng,ræða,ræða
óeðlilega,aa,óeðlilega,óeðlilega
lítinn,lkeosf,lítill,lítinn
launamun,nkeo,launamunur,launamun
",",",",",",","
þ.e.,as,þ.e.,þ.e.
um,aa,um,um
2,ta,2,2½
1/2-faldan,ta,1/2-faldan,---faldan
launamismun,nkeo,launamismunur,launamismun
",",",",",",","
sem,ct,sem,sem
er,sfg3en,vera,er
fjarri,aþ,fjarri,fjarri
því,fpheþ,það,því
að,cn,að,að
vera,sng,vera,vera
í,aþ,í,í
samræmi,nheþ,samræmi,samræmi
við,ao,við,við
það,faheo,það,það
",",",",",",","
sem,ct,sem,sem
er,sfg3en,vera,er
á,aþ,á,á
hinum,fahfþ,hinn,hinum
Norðurlöndunum,nhfþgs,Norðurlönd,Norðurlöndunum
.,.,.,.
,,,
Það,fphen,það,Það
er,sfg3en,vera,er
vitanlega,aa,vitanlega,vitanlega
ekki,aa,ekki,ekki
