Word,Tag,Lemma,CorrectWord
",",",",",",","
að,c,að,að
hún,fpven,hún,hún
verður,sfg3en,verða,verður
að,cn,að,að
minnka,sng,minnka,minnka
sína,feveo,sinn,sína
framleiðslu,nveo,framleiðsla,framleiðslu
það,fphen,það,það
mikið,lhensf,mikill,mikið
",",",",",",","
að,c,að,að
Ísland,nhen-s,Ísland,Ísland
verður,sfg3en,verða,verður
að,cn,að,að
flytja,sng,flytja,flytja
inn,aa,inn,inn
á,aþ,á,á
s.l.,as,s.l.,s.l.
ári,nheþ,ár,ári
fyrir,ao,fyrir,fyrir
10,ta,10,10
millj.,tfvfe,millj.,millj.
kr.,nvfe,kr.,kr.
köfnunarefnisáburð,nkeo,köfnunarefnisáburður,köfnunarefnisáburð
",",",",",",","
af,aþ,af,af
því,fpheþ,það,því
að,c,að,að
frá,aþ,frá,frá
upphafi,nheþ,upphaf,upphafi
var,sfg3eþ,vera,var
ekki,aa,ekki,ekki
hugsað,sþghen,hugsa,hugsað
um,ao,um,um
að,cn,að,að
byggja,sng,byggja,byggja
raforkuver,nhfo,raforkuver,raforkuver
",",",",",",","
um,ao,um,um
leið,nveo,leið,leið
og,c,og,og
þessi,faven,þessi,þessi
áburðarverksmiðja,nven,áburðarverksmiðja,áburðarverksmiðja
væri,svg3eþ,vera,væri
byggð,sþgven,byggja,byggð
.,.,.,.
,,,
Það,fphen,það,Það
er,sfg3en,vera,er
hlaupið,sþghen,hlaupa,hlaupið
til,aa,til,til
út,aa,út,út
frá,aþ,frá,frá
því,fpheþ,það,því
",",",",",",","
hverju,fsheþ,hver,hverju
menn,nkfn,maður,menn
halda,sfg3fn,halda,halda
að,c,að,að
sé,svg3en,vera,sé
hægt,lhensf,hægur,hægt
að,cn,að,að
slá,sng,slá,slá
sér,fpheþ,sig,sér
pólitiskt,lhensf,pólitiskur,pólitískt
upp,aa,upp,upp
á,aa,á,á
",",",",",",","
i,e,i,í
staðinn,nkeog,staður,staðinn
fyrir,ao,fyrir,fyrir
að,cn,að,að
hugsa,sng,hugsa,hugsa
þessi,fahfo,þessi,þessi
mál,nhfo,mál,mál
út,aa,út,út
frá,aþ,frá,frá
þjóðhagslegu,lheþsf,þjóðhagslegur,þjóðhagslegu
sjónarmiðí,nheþ,sjónarmiðí,sjónarmiði
",",",",",",","
í,ao,í,í
staðinn,nkeog,staður,staðinn
fyrir,ao,fyrir,fyrir
að,cn,að,að
undirbyggja,sng,undirbyggja,undirbyggja
þetta,faheo,þessi,þetta
af,aa,af,af
þeirrí,nheo,þeirrí,þeirri
visindalegu,lveovf,visindalegur,vísindalegu
umhyggju,nveo,umhyggja,umhyggju
",",",",",",","
sem,ct,sem,sem
öll,foven,allur,öll
stóriðja,nven,stóriðja,stóriðja
nútímans,nkeeg,nútími,nútímans
heimtar,sfg3en,heimta,heimtar
.,.,.,.
,,,
Ég,fp1en,ég,Ég
veit,sfg1en,vita,veit
ekkí,lvfnof,ekkí,ekki
",",",",",",","
hvort,c,hvort,hvort
ég,fp1en,ég,ég
á,sfg1en,eiga,á
að,cn,að,að
halda,sng,halda,halda
áfram,aa,áfram,áfram
að,cn,að,að
rekja,sng,rekja,rekja
--,ae,--,---
það,fphen,það,það
mundi,svg3eþ,munu,mundi
taka,sng,taka,taka
upp,aa,upp,upp
alla,foveo,allur,alla
nóttina,nveog,nótt,nóttina
allar,fovfo,allur,allar
vitleysur,nvfo,vitleysa,vitleysur
Framsóknar,nvee-s,Framsókn,Framsóknar
",",",",",",","
bæði,c,bæði,bæði
þær,favfn,hún,þær
",",",",",",","
sem,ct,sem,sem
hún,fpven,hún,hún
hefur,sfg3en,hafa,hefur
gert,ssg,gera,gert
og,c,og,og
þar,aa,þar,þar
sem,c,sem,sem
hún,fpven,hún,hún
hefur,sfg3en,hafa,hefur
ráðið,ssg,ráða,ráðið
því,fpheþ,það,því
",",",",",",","
að,c,að,að
verr,aam,illa,verr
var,sfg3eþ,vera,var
lagt,sþghen,leggja,lagt
i,e,i,í
hlutina,nkfog,hlutur,hlutina
",",",",",",","
en,c,en,en
vera,sng,vera,vera
skyldi,svg3eþ,skulu,skyldi
.,.,.,.
,,,
Ég,fp1en,ég,Ég
held,sfg1en,halda,held
nú,aa,nú,nú
",",",",",",","
að,c,að,að
ein,foven,einn,ein
besta,lvenve,góður,besta
löggjöfin,nveng,löggjöf,löggjöfin
",",",",",",","
sem,ct,sem,sem
til,aa,til,til
er,sfg3en,vera,er
viðvíkjandi,lhfþof,viðvíkjandi,viðvíkjandi
ræktunarmálunum,nhfþg,ræktunarmál,ræktunarmálunum
",",",",",",","
sé,svg3en,vera,sé
einmítt,lhensf,einmíður,einmitt
frá,aþ,frá,frá
þeim,fakeþ,sá,þeim
tíma,nkeþ,tími,tíma
.,.,.,.
,,,
Skúlagötuhúsin,nhfng,skúlagötuhús,Skúlagötuhúsin
hérna,aa,hérna,hérna
i,e,i,í
Reykjavik,nven-s,Reykjavik,Reykjavik
",",",",",",","
sem,ct,sem,sem
voru,sfg3fþ,vera,voru
byggð,sþgven,byggja,byggð
samkvæmt,aþ,samkvæmt,samkvæmt
þeírri,lveþsf,þeír,þeirri
löggjöf,nveþ,löggjöf,löggjöf
og,c,og,og
menn,nkfn,maður,menn
fluttu,sfg3fþ,flytja,fluttu
úr,aþ,úr,úr
bröggunum,nkfþg,braggi,bröggunum
inn,aa,inn,inn
i,e,i,í
þau,fphfn,það,þau
",",",",",",","
eru,sfg3fn,vera,eru
dæmin,nhfng,dæmi,dæmin
um,ao,um,um
",",",",",",","
hvernig,aa,hvernig,hvernig
byrjað,sþghen,byrja,byrjað
var,sfg3eþ,vera,var
að,cn,að,að
taka,sng,taka,taka
á,aþ,á,á
þeim,fahfþ,það,þeim
málum,nhfþ,mál,málum
.,.,.,.
,,,
En,c,en,En
hvað,fshen,hver,hvað
gerði,sfg3eþ,gera,gerði
svo,aa,svo,svo
Framsfl.,nkfo-s,Framsfl.,Framsfl.
",",",",",",","
þegar,c,þegar,þegar
hann,fpken,hann,hann
komst,sfm3eþ,koma,komst
i,e,i,í
ríkisstj.,nvfn,ríkisstj.,ríkisstj.
með,aþ,með,með
íhaldinu,nheþg,íhald,íhaldinu
rétt,aa,rétt,rétt
á,aa,á,á
eftir,aa,eftir,eftir
",",",",",",","
1947,ta,1947,1947
?,?,?,?
,,,
Hann,fpken,hann,Hann
afnam,sfg3eþ,afnema,afnam
þessi,fahfo,þessi,þessi
lög,nhfo,lag,lög
",",",",",",","
hann,fpken,hann,hann
stöðvaði,sfg3eþ,stöðva,stöðvaði
þessar,favfo,þessi,þessar
framkvæmdir,nvfo,framkvæmd,framkvæmdir
í,aþ,í,í
því,fpheþ,það,því
að,cn,að,að
útrýma,sng,útrýma,útrýma
heilsuspillandi,lhfþof,heilsuspillandi,heilsuspillandi
híbýlum,nhfþ,híbýli,híbýlum
",",",",",",","
hann,fpken,hann,hann
hindraði,sfg3eþ,hindra,hindraði
bæinn,nkeog,bær,bæinn
i,e,i,í
því,fpheþ,það,því
að,cn,að,að
afnema,sng,afnema,afnema
þessa,fakfo,þessi,þessa
bragga,nkfo,braggi,bragga
með,aþ,með,með
því,fpheþ,það,því
að,cn,að,að
kippa,sng,kippa,kippa
efnahagslega,lkeþvf,efnahagslegur,efnahagslega
grundvellinum,nkeþg,grundvöllur,grundvellinum
undan,aþ,undan,undan
þeirri,faveþ,sá,þeirri
starfsemi,nveþ,starfsemi,starfsemi
.,.,.,.
,,,
---,ta,---,---
Hann,nken-s,Hann,Hann
kvartaði,sfg3eþ,kvarta,kvartaði
um,ao,um,um
",",",",",",","
að,c,að,að
það,fphen,það,það
hefði,svg3eþ,hafa,hefði
verið,ssg,vera,verið
litið,sþghen,líta,lítið
byggt,ssg,byggja,byggt
á,aþ,á,á
þessum,fahfþ,þessi,þessum
árum,nhfþ,ár,árum
.,.,.,.
,,,
Ef,c,ef,Ef
ég,fp1en,ég,ég
man,sfg1en,muna,man
rétt,aa,rétt,rétt
",",",",",",","
voru,sfg3fþ,vera,voru
byggðar,sþgvfn,byggja,byggðar
1946,ta,1946,1946
yfir,aþ,yfir,yfir
600,ta,600,600
íbúðir,nvfo,íbúð,íbúðir
hér,aa,hér,hér
i,e,i,í
Reykjavík,nveo-s,Reykjavík,Reykjavík
og,c,og,og
það,fphen,það,það
voru,sfg3fþ,vera,voru
aldrei,aa,aldrei,aldrei
byggðar,sþgvfn,byggja,byggðar
fleirí,nhfo,fleirí,fleiri
íbúðir,nvfo,íbúð,íbúðir
á,aþ,á,á
öllum,fokeþ,allur,öllum
næsta,lkeþve,næstur,næsta
áratug,nkeþ,áratugur,áratug
",",",",",",","
á,aþ,á,á
áratug,nkeþ,áratugur,áratug
helmingaskipta,nhfe,helmingaskipti,helmingaskipta
íhalds,nhee,íhald,íhalds
og,c,og,og
Framsóknar,nvee-s,Framsókn,Framsóknar
.,.,.,.
,,,
Hvað,fohen,hver,Hvað
komst,sfm3eþ,koma,komst
það,fahen,það,það
niður,ao,niður,niður
i,e,i,í
",",",",",",","
eftir,ao,eftir,eftir
að,c,að,að
Framsókn,nven-s,Framsókn,Framsókn
hóf,sfg3eþ,hefja,hóf
stríðið,nheog,stríð,stríðið
á,aa,á,á
móti,aþ,móti,móti
fjárplógsstarfseminni,nveþg,fjárplógsstarfsemi,fjárplógsstarfseminni
og,c,og,og
féll,sfg3eþ,falla,féll
svo,aa,svo,svo
i,e,i,í
faðma,nkfo,faðmur,faðma
íhaldsins,nheeg,íhald,íhaldsins
?,?,?,?
,,,
Árið,nheog,ár,Árið
1951,ta,1951,1951
komust,sfm3fþ,koma,komust
íbúðirnar,nvfng,íbúð,íbúðirnar
hérna,aa,hérna,hérna
",",",",",",","
sem,ct,sem,sem
byrjað,sþghen,byrja,byrjað
var,sfg3eþ,vera,var
á,aa,á,á
",",",",",",","
á,aþ,á,á
einu,lheþsf,einn,einu
ári,nheþ,ár,ári
",",",",",",","
niður,ao,niður,niður
i,e,i,í
240,ta,240,240
",",",",",",","
held,sfg1en,halda,held
ég,fp1en,ég,ég
",",",",",",","
eða,c,eða,eða
eitthvað,fohen,einhver,eitthvað
þar,aa,þar,þar
i,e,i,í
kring,aa,kring,kring
.,.,.,.
,,,
Það,fphen,það,Það
var,sfg3eþ,vera,var
takmarkað,lhensf,takmarkaður,takmarkað
",",",",",",","
hvað,fshen,hver,hvað
byggja,sng,byggja,byggja
mátti,sfg3eþ,mega,mátti
af,aþ,af,af
íbúðum,nvfþ,íbúð,íbúðum
fyrir,ao,fyrir,fyrir
almenning,nkeo,almenningur,almenning
i,e,i,í
Reykjavik,nken-s,Reykjavik,Reykjavík
.,.,.,.
,,,
Og,c,og,Og
jafnvel,aa,jafnvel,jafnvel
almenningur,nken,almenningur,almenningur
i,e,i,í
dreifbýlinu,nheþg,dreifbýli,dreifbýlinu
úti,aa,úti,úti
um,ao,um,um
allt,foheo,allur,allt
land,nheo,land,land
þurfti,sfg3eþ,þurfa,þurfti
að,cn,að,að
sækja,sng,sækja,sækja
um,ao,um,um
leyfi,nheo,leyfi,leyfi
til,ae,til,til
Reykjavíkur,nvee-s,Reykjavík,Reykjavíkur
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
reisa,sng,reisa,reisa
sér,fpkeþ,sig,sér
þak,nheo,þak,þak
yfir,ao,yfir,yfir
höfuðíð,nheo,höfuðíð,höfuðið
.,.,.,.
,,,
Það,fphen,það,Það
voru,sfg3fþ,vera,voru
settir,sþgkfn,setja,settir
fjötrar,nkfn,fjötur,fjötrar
á,aþ,á,á
byggingarstarfsemi,nveþ,byggingarstarfsemi,byggingarstarfsemi
fólksíns,nhee,fólksín,fólksins
i,e,i,í
dreifbýlinu,nheþg,dreifbýli,dreifbýlinu
um,ao,um,um
allt,foheo,allur,allt
land,nheo,land,land
",",",",",",","
þegar,c,þegar,þegar
Sjálfstfl.,nhfn-s,Sjálfstfl.,Sjálfstfl.
og,c,og,og
Framsókn,nven-s,Framsókn,Framsókn
tóku,sfg3fþ,taka,tóku
við,aa,við,við
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
var,sfg3eþ,vera,var
munurinn,nkeng,munur,munurinn
viðvíkjandi,lhfþof,viðvíkjandi,viðvíkjandi
aðbúnaðínum,nhfþ,aðbúnaðín,aðbúnaðinum
.,.,.,.
,,,
Ég,fp1en,ég,Ég
skal,sfg1en,skulu,skal
taka,sng,taka,taka
það,fpheo,það,það
fram,aa,fram,fram
",",",",",",","
að,c,að,að
ég,fp1en,ég,ég
er,sfg1en,vera,er
ekki,aa,ekki,ekki
að,cn,að,að
bera,sng,bera,bera
af,aþ,af,af
Sjálfstfl.,nxeþ-s,Sjálfstfl.,Sjálfstfl.
þann,fakeo,sá,þann
þátt,nkeo,þáttur,þátt
",",",",",",","
sem,ct,sem,sem
hann,fpken,hann,hann
átti,sfg3eþ,eiga,átti
",",",",",",","
en,c,en,en
ég,fp1en,ég,ég
stend,sfg1en,standa,stend
núna,aa,núna,núna
i,e,i,í
uppgjöri,nheþ,uppgjör,uppgjöri
við,ao,við,við
Framsfl.,nkfo-s,Framsfl.,Framsfl.
,,,
Það,fahen,það,Það
",",",",",",","
sem,ct,sem,sem
við,fp1fn,ég,við
megnuðum,sfg1fþ,megna,megnuðum
þó,aa,þó,þó
",",",",",",","
var,sfg3eþ,vera,var
að,cn,að,að
bjarga,sng,bjarga,bjarga
því,fpheþ,það,því
",",",",",",","
að,c,að,að
hús,nhen,hús,hús
islensku,lveevf,islenskur,íslensku
þjóðarinnar,nveeg,þjóð,þjóðarinnar
fékk,sfg3eþ,fá,fékk
grundvöll,nkeo,grundvöllur,grundvöll
til,ae,til,til
að,cn,að,að
standa,sng,standa,standa
á,aa,á,á
.,.,.,.
,,,
Við,fp1fn,ég,Við
gátum,sfg1fþ,geta,gátum
múrað,ssg,múra,múrað
grunnínn,lhfosf,grunnínnur,grunninn
",",",",",",","
við,fp1fn,ég,við
gátum,sfg1fþ,geta,gátum
komið,ssg,koma,komið
upp,aa,upp,upp
fiskiskipastólnum,nkeþg,fiskiskipastóll,fiskiskipastólnum
",",",",",",","
við,fp1fn,ég,við
gátum,sfg1fþ,geta,gátum
gerbreytt,ssg,gerbreyta,gerbreytt
fiskiðnaðinum,nkeþg,fiskiðnaður,fiskiðnaðinum
og,c,og,og
tryggt,ssg,tryggja,tryggt
iðnaðinum,nkeþg,iðnaður,iðnaðinum
og,c,og,og
landinu,nheþg,land,landinu
þá,aa,þá,þá
gerbyltingu,nveo,gerbylting,gerbyltingu
hvað,fshen,hver,hvað
vélar,nvfo,vél,vélar
snertir,sfg3en,snerta,snertir
",",",",",",","
sem,ct,sem,sem
hann,fpken,hann,hann
gat,sfg3eþ,geta,gat
veitt,ssg,veita,veitt
sér,fpkeþ,sig,sér
með,aþ,með,með
því,fpheþ,það,því
að,cn,að,að
fá,sng,fá,fá
eins,aa,eins,eins
mikil,lhfosf,mikill,mikil
innflutningsleyfi,nhfo,innflutningsleyfi,innflutningsleyfi
og,c,og,og
hann,fpken,hann,hann
vildi,sfg3eþ,vilja,vildi
fyrir,aþ,fyrir,fyrir
nýjum,lvfþsf,nýr,nýjum
vélum,nvfþ,vél,vélum
",",",",",",","
sem,c,sem,sem
stórfyrirtækin,nhfng,stórfyrirtæki,stórfyrirtækin
hér,aa,hér,hér
á,aþ,á,á
Íslandi,nheþ-s,Ísland,Íslandi
",",",",",",","
eins,aa,eins,eins
og,c,og,og
Héðinn,nken-s,Héðinn,Héðinn
og,c,og,og
önnur,fohfn,annar,önnur
slík,fbven,slíkur,slík
",",",",",",","
enn,aa,enn,enn
þá,aa,þá,þá
bera,sfg3fn,bera,bera
vott,nkeo,vottur,vott
um,ao,um,um
",",",",",",","
þau,fahfn,það,þau
fyrirtæki,nhfn,fyrirtæki,fyrirtæki
",",",",",",","
sem,ct,sem,sem
var,sfg3eþ,vera,var
gerbylt,lhensf,gerbyldur,gerbylt
á,aþ,á,á
nýsköpunartímanum,nkeþg,nýsköpunartími,nýsköpunartímanum
.,.,.,.
,,,
Víð,nven,víð,Við
gátum,sfg1fþ,geta,gátum
ekki,aa,ekki,ekki
keypt,ssg,kaupa,keypt
nema,c,nema,nema
32,ta,32,32
",",",",",",","
fengum,sfg1fþ,fá,fengum
ekkí,lvfnof,ekkí,ekki
meira,lhenvm,mikill,meira
i,e,i,í
gegn,aa,gegn,gegn
.,.,.,.
,,,
Það,fphen,það,Það
er,sfg3en,vera,er
alveg,aa,alveg,alveg
rétt,aa,rétt,rétt
hjá,aþ,hjá,hjá
honum,fpkeþ,hann,honum
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
mjög,aa,mjög,mjög
eðlilegt,lhensf,eðlilegur,eðlilegt
",",",",",",","
að,c,að,að
um,ao,um,um
þau,fahfo,það,þau
mál,nhfo,mál,mál
verði,svg3en,verða,verði
deila,nven,deila,deila
og,c,og,og
það,fphen,það,það
er,sfg3en,vera,er
satt,lhensf,sannur,satt
að,cn,að,að
segja,sng,segja,segja
hægt,aa,hægt,hægt
i,e,i,í
þeim,fahfþ,það,þeim
málum,nhfþ,mál,málum
og,c,og,og
ákaflega,aa,ákaflega,ákaflega
auðvelt,lhensf,auðveldur,auðvelt
að,cn,að,að
afflytja,sng,afflytja,afflytja
þá,fpkfo,hann,þá
stefnu,nveo,stefna,stefnu
",",",",",",","
sem,ct,sem,sem
maður,nken,maður,maður
er,sfg3en,vera,er
að,cn,að,að
berjast,snm,berja,berjast
fyrir,aa,fyrir,fyrir
",",",",",",","
vegna,ae,vegna,vegna
þess,fphee,það,þess
að,c,að,að
i,e,i,í
fjárfestingarmálunum,nhfþg,fjárfestingarmál,fjárfestingarmálunum
reynir,sfg3en,reyna,reynir
á,aa,á,á
að,c,að,að
að,cn,að,að
tryggja,sng,tryggja,tryggja
með,aþ,með,með
fyrirhyggju,nveþ,fyrirhyggja,fyrirhyggju
grundvöll,nkeo,grundvöllur,grundvöll
þjóðarbúsins,nheeg,þjóðarbú,þjóðarbúsins
og,c,og,og
nauðsynina,nveog,nauðsyn,nauðsynina
á,aþ,á,á
þvi,nheþ,þvi,því
að,cn,að,að
byggja,sng,byggja,byggja
upp,aa,upp,upp
þann,fakeo,sá,þann
grundvöll,nkeo,grundvöllur,grundvöll
skilur,sfg3en,skilja,skilur
kannske,aa,kannske,kannske
meginið,nheog,megin,meginið
af,aþ,af,af
fólkinu,nheþg,fólk,fólkinu
venjulega,aa,venjulega,venjulega
ekki,aa,ekki,ekki
.,.,.,.
,,,
Og,c,og,Og
það,fphen,það,það
er,sfg3en,vera,er
eingöngu,aa,eingöngu,eingöngu
vegna,ae,vegna,vegna
þess,fphee,það,þess
",",",",",",","
að,c,að,að
okkur,fp1fþ,ég,okkur
tókst,sfm3eþ,taka,tókst
að,cn,að,að
mynda,sng,mynda,mynda
ríkisstj.,nvfo,ríkisstj.,ríkisstj.
á,aa,á,á
eftir,aa,eftir,eftir
um,ao,um,um
að,cn,að,að
gera,sng,gera,gera
þetta,faheo,þessi,þetta
og,c,og,og
gerðum,sfg1fþ,gera,gerðum
það,fpheo,það,það
",",",",",",","
að,c,að,að
menn,nkfn,maður,menn
eru,sfg3fn,vera,eru
á,aþ,á,á
þeirri,faveþ,sá,þeirri
skoðun,nveþ,skoðun,skoðun
i,e,i,í
dag,nkeo,dagur,dag
",",",",",",","
að,c,að,að
þetta,fahen,þessi,þetta
hafi,svg3en,hafa,hafi
ekki,aa,ekki,ekki
verið,ssg,vera,verið
skýjaborgir,nvfn,skýjaborg,skýjaborgir
",",",",",",","
heldur,c,heldur,heldur
raunhæfar,lvfosf,raunhæfur,raunhæfar
",",",",",",","
réttar,lvfosf,réttur,réttar
hugmyndir,nvfo,hugmynd,hugmyndir
um,ao,um,um
",",",",",",","
hvað,fshen,hver,hvað
þurfti,sfg3eþ,þurfa,þurfti
að,cn,að,að
gera,sng,gera,gera
i,e,i,í
islensku,lheþsf,islenskur,íslensku
efnahagslífi,nheþ,efnahagslíf,efnahagslífi
",",",",",",","
Það,fahen,það,Það
",",",",",",","
sem,ct,sem,sem
þarf,sfg3en,þurfa,þarf
þess,fphee,það,þess
vegna,ae,vegna,vegna
viðvíkjandi,lveeof,viðvíkjandi,viðvíkjandi
fjárfestíngu,nvee,fjárfestínga,fjárfestingu
",",",",",",","
er,sfg3en,vera,er
að,cn,að,að
hafa,sng,hafa,hafa
i,e,i,í
fyrsta,lheþve,fyrr,fyrsta
lagi,nheþ,lag,lagi
vit,nheo,vit,vit
á,aþ,á,á
að,cn,að,að
hugsa,sng,hugsa,hugsa
um,ao,um,um
þessi,fahfo,þessi,þessi
mál,nhfo,mál,mál
og,c,og,og
vilja,sng,vilja,vilja
út,aa,út,út
frá,aþ,frá,frá
heildarhagsmunum,nkfþ,heildarhagsmunir,heildarhagsmunum
þjóðarinnar,nveeg,þjóð,þjóðarinnar
og,c,og,og
segja,sng,segja,segja
þjóðinni,nveþg,þjóð,þjóðinni
og,c,og,og
þora,sng,þora,þora
að,cn,að,að
segja,sng,segja,segja
henni,fpveþ,hún,henni
það,fpheo,það,það
",",",",",",","
hvað,fshen,hver,hvað
hún,fpven,hún,hún
þurfi,svg3en,þurfa,þurfi
að,cn,að,að
gera,sng,gera,gera
í,aþ,í,í
þessu,faheþ,þessi,þessu
efni,nheþ,efni,efni
.,.,.,.
,,,
Okkar,fp1fe,ég,Okkar
þjóðartekjur,nvfn,þjóðartekjur,þjóðartekjur
eru,sfg3fn,vera,eru
það,fahen,það,það
seinasta,lhenve,seinn,seinasta
",",",",",",","
sem,ct,sem,sem
við,fp1fn,ég,við
höfum,sfg1fn,hafa,höfum
skýrslur,nvfo,skýrsla,skýrslur
yfir,ao,yfir,yfir
4.800---4.900,ta,4.800---4.900,4.800--4.900
millj.,nvfþ,millj.,millj.
kr.,nvfe,kr.,kr.
,,,
Ég,fp1en,ég,Ég
veit,sfg1en,vita,veit
ósköp,nhfo,ósköp,ósköp
vel,aa,vel,vel
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
ekkert,fohen,enginn,ekkert
hægara,aam,hægt,hægara
",",",",",",","
en,c,en,en
að,cn,að,að
fara,sng,fara,fara
út,aa,út,út
til,ae,til,til
almennings,nkee,almenningur,almennings
og,c,og,og
segja,sng,segja,segja
við,ao,við,við
hann,fpkeo,hann,hann
:,:,:,:
Hér,aa,hér,Hér
er,sfg3en,vera,er
einn,tfken,einn,einn
maður,nken,maður,maður
",",",",",",","
sem,ct,sem,sem
leggur,sfg3en,leggja,leggur
til,ae,til,til
",",",",",",","
að,c,að,að
peningarnir,nkfng,peningur,peningarnir
séu,svg3fn,vera,séu
teknir,sþgkfn,taka,teknir
af,aþ,af,af
þér,fp2eþ,þú,þér
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
kaupa,sng,kaupa,kaupa
fyrir,aa,fyrir,fyrir
þá,fakfo,hann,þá
togara,nkfo,togari,togara
",",",",",",","
sem,ct,sem,sem
ekki,aa,ekki,ekki
bera,sfg3fn,bera,bera
sig,fpkfo,sig,sig
",",",",",",","
reisa,sfg3fn,reisa,reisa
fiskiðjuver,nhfn,fiskiðjuver,fiskiðjuver
",",",",",",","
sem,ct,sem,sem
ekki,aa,ekki,ekki
er,sfg3en,vera,er
víst,lhensf,vís,víst
að,c,að,að
við,fp1fn,ég,við
getum,sfg1fn,geta,getum
unnið,ssg,vinna,unnið
nokkurn,fokeo,nokkur,nokkurn
skapaðan,lkeosf,skapaður,skapaðan
hlut,nkeo,hlutur,hlut
i,e,i,í
og,c,og,og
annað,fohen,annar,annað
slikt,lhensf,slikur,slíkt
.,.,.,.
,,,
Þá,aa,þá,Þá
geturðu,sfg2en,getyrja,geturðu
keyrt,ssg,keyra,keyrt
með,ao,með,með
þína,feveo,þinn,þína
fjölskyldu,nveo,fjölskylda,fjölskyldu
á,aþ,á,á
sunnudögum,nkfþ,sunnudagur,sunnudögum
út,aa,út,út
úr,aþ,úr,úr
bænum,nkeþg,bær,bænum
og,c,og,og
fjölskyldan,nveng,fjölskylda,fjölskyldan
þín,feven,þinn,þín
verður,sfg3en,verða,verður
miklu,lheþsf,mikill,miklu
ánægðari,lvenvm,ánægður,ánægðari
yfir,ao,yfir,yfir
",",",",",",","
að,c,að,að
þú,fp2en,þú,þú
eígir,nkfn,eígur,eigir
bíl,nkeþ,bíll,bíl
",",",",",",","
heldur,aam,heldur,heldur
en,c,en,en
yfir,ao,yfir,yfir
þvi,nveo,þvi,því
",",",",",",","
að,c,að,að
þjóðin,nveng,þjóð,þjóðin
eigi,svg3en,eiga,eigi
nokkra,fokfo,nokkur,nokkra
togara,nkfo,togari,togara
.,.,.,.
,,,
Sú,faven,sá,Sú
stefna,nven,stefna,stefna
",",",",",",","
sem,ct,sem,sem
Framsfl.,nken-s,Framsfl.,Framsfl.
og,c,og,og
Sjálfstfl.,nhfn-s,Sjálfstfl.,Sjálfstfl.
framkvæma,sfg3fn,framkvæma,framkvæma
þegar,c,þegar,þegar
þeir,fpkfn,hann,þeir
ráða,sfg3fn,ráða,ráða
",",",",",",","
er,sfg3en,vera,er
að,cn,að,að
lofa,sng,lofa,lofa
hverjum,fokeþ,hver,hverjum
manni,nkeþ,maður,manni
í,aþ,í,í
landinu,nheþg,land,landinu
að,cn,að,að
kaupa,sng,kaupa,kaupa
það,faheo,það,það
",",",",",",","
sem,ct,sem,sem
hann,fpkeo,hann,hann
langar,sfg3en,langa,langar
til,aa,til,til
",",",",",",","
en,c,en,en
vera,sng,vera,vera
ekki,aa,ekki,ekki
með,ao,með,með
neinn,fokeo,neinn,neinn
áætlunarbúskap,nkeo,áætlunarbúskapur,áætlunarbúskap
",",",",",",","
vera,sng,vera,vera
ekki,aa,ekki,ekki
með,ao,með,með
neinar,fovfo,neinn,neinar
áætlanir,nvfo,áætlun,áætlanir
um,ao,um,um
það,fpheo,það,það
",",",",",",","
hvað,fshen,hver,hvað
þjóðínni,nhen,þjóðínn,þjóðinni
sé,svg3en,vera,sé
fyrir,aþ,fyrir,fyrir
bestu,lheþse,góður,bestu
.,.,.,.
,,,
Ég,fp1en,ég,Ég
veit,sfg1en,vita,veit
ósköp,nhfo,ósköp,ósköp
vel,aa,vel,vel
",",",",",",","
að,c,að,að
það,fphen,það,það
er,sfg3en,vera,er
erfiðara,lhenvm,erfiður,erfiðara
að,cn,að,að
slást,snm,slá,slást
fyrir,aþ,fyrir,fyrir
þessari,faveþ,þessi,þessari
stefnu,nveþ,stefna,stefnu
og,c,og,og
koma,sng,koma,koma
fólki,nheþ,fólk,fólki
í,ao,í,í
skilning,nkeo,skilningur,skilning
um,ao,um,um
hana,fpveo,hún,hana
",",",",",",","
heldur,aam,heldur,heldur
en,c,en,en
að,cn,að,að
fá,sng,fá,fá
menn,nkfo,maður,menn
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
trúa,sng,trúa,trúa
þvi,nheþ,þvi,því
",",",",",",","
að,c,að,að
það,fphen,það,það
sé,svg3en,vera,sé
miklu,lheþsf,mikill,miklu
praktískara,lhenvm,praktískur,praktískara
fyrir,ao,fyrir,fyrir
eina,tfveo,einn,eina
fjölskyldu,nveo,fjölskylda,fjölskyldu
að,cn,að,að
eiga,sng,eiga,eiga
bil,nheo,bil,bíl
eða,c,eða,eða
eitthvað,foheo,einhver,eitthvað
annað,foheo,annar,annað
þess,fakee,sá,þess
háttar,nkee,háttur,háttar
",",",",",",","
þegar,c,þegar,þegar
þessu,faheþ,þessi,þessu
er,sfg3en,vera,er
stefnt,sþghen,stefna,stefnt
í,ao,í,í
mótsetningu,nveo,mótsetning,mótsetningu
hvoru,foheþ,hvor,hvoru
við,ao,við,við
annað,foheo,annar,annað
.,.,.,.
