Word,Tag,Lemma,CorrectWord
i,e,i,í
þessum,fahfþ,þessi,þessum
efnum,nhfþ,efni,efnum
.,.,.,.
,,,
Í,aþ,í,Í
þeirri,faveþ,sá,þeirri
stefnu,nveþ,stefna,stefnu
situr,sfg3en,sitja,situr
i,e,i,í
fyrirrúmi,nheþ,fyrirrúm,fyrirrúmi
trúin,nveng,trú,trúin
á,ao,á,á
manninn,nkeog,maður,manninn
sjálfan,fbkeo,sjálfur,sjálfan
",",",",",",","
trúin,nveng,trú,trúin
á,ao,á,á
einstaklinginn,nkeog,einstaklingur,einstaklinginn
sem,ct,sem,sem
tekur,sfg3en,taka,tekur
ákvarðanir,nvfo,ákvörðun,ákvarðanir
um,ao,um,um
eigin,lkeoof,eiginn,eigin
hag,nkeo,hagur,hag
",",",",",",","
hefur,sfg3en,hafa,hefur
frelsi,nhen,frelsi,frelsi
til,ae,til,til
athafna,nvfe,athöfn,athafna
og,c,og,og
ber,sfg3en,bera,ber
ábyrgð,nveo,ábyrgð,ábyrgð
á,aþ,á,á
verkum,nhfþ,verk,verkum
sínum,fehfþ,sinn,sínum
.,.,.,.
,,,
Orkulindirnar,nvfng,orkulind,Orkulindirnar
eru,sfg3fn,vera,eru
lykillinn,nkeng,lykill,lykillinn
að,aþ,að,að
bættum,lhfþsf,bættur,bættum
lífskjörum,nhfþ,lífskjör,lífskjörum
og,c,og,og
þær,fpvfn,hún,þær
verðum,sfg1fn,verða,verðum
við,fp1fn,ég,við
að,cn,að,að
vírkja,sng,vírkja,virkja
og,c,og,og
nýta,sng,nýta,nýta
til,ae,til,til
útflutnings,nkee,útflutningur,útflutnings
einir,lkfnsf,einn,einir
sér,fpvfþ,sig,sér
eða,c,eða,eða
í,aþ,í,í
samningum,nkfþ,samningur,samningum
við,ao,við,við
erlenda,lkfosf,erlendur,erlenda
aðila,nkfo,aðili,aðila
.,.,.,.
,,,
Alþfl.,nkeo,Alþfl.,Alþfl.
lét,sfg3eþ,láta,lét
bóka,nvfe,bók,bóka
það,fpheo,það,það
",",",",",",","
þegar,c,þegar,þegar
umr.,nven,umr.,umr.
hófust,sfm3fþ,hefja,hófust
um,ao,um,um
gerð,nveo,gerð,gerð
þessara,fahfe,þessi,þessara
fjárl.,nhfe,fjárl.,fjárl.
",",",",",",","
að,c,að,að
tekjuöflunin,nveng,tekjuöflun,tekjuöflunin
mætti,svg3eþ,mega,mætti
ekki,aa,ekki,ekki
fara,sng,fara,fara
yfir,ao,yfir,yfir
28---29%,ta,28---29%,28--29%
af,aþ,af,af
vergri,lveþsf,vergur,vergri
þjóðarframleiðslu,nveþ,þjóðarframleiðsla,þjóðarframleiðslu
.,.,.,.
,,,
Það,fphen,það,Það
er,sfg3en,vera,er
viðurkennd,lvensf,viðurkenndur,viðurkennd
lýðræðisteg,lvensf,lýðræðistegur,lýðræðisleg
regla,nven,regla,regla
að,cn,að,að
leita,sng,leita,leita
fyrst,aae,snemma,fyrst
eftir,aþ,eftir,eftir
myndun,nveþ,myndun,myndun
meirihlutastjórnar,nvee,meirihlutastjórn,meirihlutastjórnar
.,.,.,.
,,,
Boðað,sþghen,boða,Boðað
er,sfg3en,vera,er
að,c,að,að
Alþfl.,nken-s,Alþfl.,Alþfl.
ætli,svg3en,ætla,ætli
að,cn,að,að
breyta,sng,breyta,breyta
ýmsu,foheþ,ýmis,ýmsu
þar,aa,þar,þar
",",",",",",","
m.a.,as,m.a.,m.a.
ekki,aa,ekki,ekki
að,cn,að,að
veita,sng,veita,veita
bændtim,nkeþ,bændtimur,bændum
þann,fakeo,sá,þann
rétt,aa,rétt,rétt
1.,ta,1.,1.
des.,sþgven,des.,des.
n.k.,as,n.k.,n.k.
sem,c,sem,sem
þeir,fpkfn,hann,þeir
eiga,sfg3fn,eiga,eiga
samkv.,lheþsf,samkv.,samkv.
því,faheþ,það,því
vísitölukerfi,nheþ,vísitölukerfi,vísitölukerfi
sem,ct,sem,sem
við,aa,við,við
búum,sfg1fn,búa,búum
víð,nveo,víð,víð
.,.,.,.
,,,
Það,fphen,það,Það
var,sfg3eþ,vera,var
hér,aa,hér,hér
vinstri,lvenvf,vinstri,vinstri
stjórn,nven,stjórn,stjórn
einnig,aa,einnig,einnig
á,aþ,á,á
áratugnum,nkeþg,áratugur,áratugnum
frá,aþ,frá,frá
1930--1940,ta,1930--1940,1930--1940
",",",",",",","
éða,nkeþ,éða,eða
frá,aþ,frá,frá
1934--1937,ta,1934--1937,1934--1937
",",",",",",","
og,c,og,og
staðreyndin,nveng,staðreynd,staðreyndin
et,e,et,et
vitanlega,aa,vitanlega,vitanlega
sú,faven,sá,sú
",",",",",",","
að,c,að,að
þessar,favfn,þessi,þessar
vinstri,lveþvf,vinstri,vinstri
stjórnir,nvfn,stjórn,stjórnir
allar,fovfn,allur,allar
hafa,sfg3fn,hafa,hafa
lyft,ssg,lyfta,lyft
Grettistaki,nheþ-s,Grettistak,Grettistaki
.,.,.,.
,,,
Atvinnuleysinu,nheþg,atvinnuleysi,Atvinnuleysinu
1966--1967,ta,1966--1967,1966--1967
og,c,og,og
flóttanum,nkeþg,flótti,flóttanum
frá,aþ,frá,frá
dreifbýlinu,nheþg,dreifbýli,dreifbýlinu
til,ae,til,til
þéttbýhsins,nheeg,þéttbýh,þéttbýlisins
",",",",",",","
atvinnuleysi,nhen,atvinnuleysi,atvinnuleysi
sem,ct,sem,sem
sannarlega,aa,sannarlega,sannarlega
gekk,sfg3eþ,ganga,gekk
yfir,ao,yfir,yfir
þjóðina,nveog,þjóð,þjóðina
alla,foveo,allur,alla
.,.,.,.
,,,
Við,fp1fn,ég,Við
leggjum,sfg1fn,leggja,leggjum
áherslu,nveo,áhersla,áherslu
á,aa,á,á
að,c,að,að
ríkisstj.,nvfn,ríkisstj.,ríkisstj.
setji,svg3fn,setja,setji
sér,fpvfþ,sig,sér
markmið,nheo,markmið,markmið
og,c,og,og
skuldbindi,nhen,skuldbindi,skuldbindi
sig,fpvfo,sig,sig
til,ae,til,til
þess,fphee,það,þess
að,cn,að,að
standa,sng,standa,standa
víð,nven,víð,við
það,fphen,það,það
.,.,.,.
,,,
A,x,A,Á
því,aa,því,því
byggjast,sfm3fn,byggja,byggjast
þær,favfn,hún,þær
tillögur,nvfn,tillaga,tillögur
sem,ct,sem,sem
við,fp1fn,ég,við
höfum,sfg1fn,hafa,höfum
lagt,ssg,leggja,lagt
fram,aa,fram,fram
og,c,og,og
eru,sfg3fn,vera,eru
grundvallaðar,sþgvfn,grundvalla,grundvallaðar
á,aþ,á,á
því,faheþ,það,því
sem,ct,sem,sem
Norðmenn,nkfn-s,Norðmaður,Norðmenn
hafa,sfg3fn,hafa,hafa
gert,ssg,gera,gert
með,aþ,með,með
ágætum,lkeþsf,ágætur,ágætum
árangri,nkeþ,árangur,árangri
",",",",",",","
eins,aa,eins,eins
og,c,og,og
ég,fp1en,ég,ég
sagði,sfg1eþ,segja,sagði
",",",",",",","
að,cn,að,að
festa,sng,festa,festa
alla,fokfo,allur,alla
enda,nkfo,endi,enda
",",",",",",","
að,cn,að,að
stíga,sng,stíga,stíga
á,ao,á,á
bremsuna,nveog,bremsa,bremsuna
og,c,og,og
ná,sng,ná,ná
verðbólgunni,nveþg,verðbólga,verðbólgunni
niður,aa,niður,niður
í,aþ,í,í
ákveðnum,lkfþsf,ákveðinn,ákveðnum
áföngum,nkfþ,áfangi,áföngum
.,.,.,.
,,,
Þm.,nkfn,Þm.,Þm.
hans,fpkee,hann,hans
ákváðu,sfg3fþ,ákveða,ákváðu
að,cn,að,að
samþykkja,sng,samþykkja,samþykkja
fjárl.,nkeo,fjárl.,fjárl.
við,ao,við,við
lokaafgreiðlsu,nveo,lokaafgreiðlsa,lokaafgreiðslu
",",",",",",","
en,c,en,en
jafnhliða,aa,jafnhliða,jafnhliða
lögðu,sfg3fþ,leggja,lögðu
9,ta,9,9
þm.,lheþsf,þm.,þm.
fram,aa,fram,fram
brtt.,nvfþ,brtt.,brtt.
sem,ct,sem,sem
gekk,sfg3eþ,ganga,gekk
þvert,aa,þvert,þvert
á,ao,á,á
fjárl.,nkeo,fjárl.,fjárl.
og,c,og,og
hefði,svg3eþ,hafa,hefði
í,aþ,í,í
raun,nveþ,raun,raun
gert,ssg,gera,gert
þau,fphfo,það,þau
marklaus,lhfosf,marklaus,marklaus
.,.,.,.
,,,
Eru,sfg3fn,vera,Eru
ummæli,nhfn,ummæli,ummæli
hæstv.,lkensf,hæstv.,hæstv.
félmrh.,nken,félmrh.,félmrh.
",",",",",",","
Magnúsar,nkee-s,Magnús,Magnúsar
H.,nkee-s,H.,H.
Magnússonar,nkee-s,Magnússon,Magnússonar
",",",",",",","
gleggsta,lhenve,glöggur,gleggsta
vítnið,nheng,vítn,vitnið
um,ao,um,um
það,fpheo,það,það
.,.,.,.
,,,
Í,aþ,í,Í
samstarfsyfirlýsingu,nveþ,samstarfsyfirlýsing,samstarfsyfirlýsingu
fyrrv.,lkfesf,fyrrv.,fyrrv.
stjónarflokka,nkfe,stjónarflokkur,stjórnarflokka
segir,sfg3en,segja,segir
svo,aa,svo,svo
um,ao,um,um
húsnæðismál,nhfo,húsnæðismál,húsnæðismál
:,:,:,:
„,nkeo,„ur,„
Áhersla,nven,áhersla,Áhersla
verði,svg3en,verða,verði
lögð,sþgven,leggja,lögð
á,ao,á,á
félagsleg,lhfosf,félagslegur,félagsleg
sjónarmið,nhfo,sjónarmið,sjónarmið
í,aþ,í,í
húsnæðismálum,nhfþ,húsnæðismál,húsnæðismálum
.,.,.,.
,,,
I,ta,I,í
dag,nkeo,dagur,dag
er,sfg3en,vera,er
lánstími,nheþ,lánstím,lánstími
almennra,lkfesf,almennur,almennra
húsnæðislána,nkfe,húsnæðisláni,húsnæðislána
26,ta,26,26
ár,nhfn,ár,ár
.,.,.,.
,,,
Þetta,fahen,þessi,Þetta
er,sfg3en,vera,er
yfirlýst,lvensf,yfirlýstur,yfirlýst
stefna,nven,stefna,stefna
Framsfl.,nkee-s,Framsfl.,Framsfl.
sem,ct,sem,sem
itrekuð,sþgven,itreka,ítrekuð
var,sfg3eþ,vera,var
á,aþ,á,á
síðasta,lheþve,síðari,síðasta
flokksþingi,nheþ,flokksþing,flokksþingi
",",",",",",","
og,c,og,og
það,fphen,það,það
er,sfg3en,vera,er
öruggt,lhensf,öruggur,öruggt
mál,nhen,mál,mál
að,c,að,að
félagslegar,lvfnsf,félagslegur,félagslegar
umbætur,nvfn,umbót,umbætur
felast,sfm3fn,fela,felast
ekki,aa,ekki,ekki
síst,aae,síst,síst
í,aþ,í,í
slíkum,fbvfþ,slíkur,slíkum
breytingum,nvfþ,breyting,breytingum
.,.,.,.
,,,
Við,aþ,við,Við
þessu,faheþ,þessi,þessu
verður,sfg3en,verða,verður
að,cn,að,að
bregðast,snm,bregða,bregðast
með,aþ,með,með
samstllltu,lheþsf,samstllltur,samstilltu
átaki,nheþ,átak,átaki
.,.,.,.
,,,
Framsfl.,nkeo,Framsfl.,Framsfl.
gengur,sfg3en,ganga,gengur
til,ae,til,til
komandi,lvfeof,komandi,komandi
kosrúnga,nvfe,kosrúng,kosninga
með,aþ,með,með
skýra,sng,skýra,skýra
og,c,og,og
ákveðna,lveosf,ákveðinn,ákveðna
stefnu,nveo,stefna,stefnu
.,.,.,.
,,,
Sérstaklega,aa,sérstaklega,Sérstaklega
er,sfg3en,vera,er
þetta,fahen,þessi,þetta
brýnt,lhensf,brýnn,brýnt
eftir,ao,eftir,eftir
hinar,gvfo,hinn,hinar
furðulegu,lvfovf,furðulegur,furðulegu
yfirlýsingar,nvfo,yfirlýsing,yfirlýsingar
formanns,nkee,formaður,formanns
Sjálfstfl.,nkee-s,Sjálfstfl.,Sjálfstfl.
",",",",",",","
Geis,nkee-s,Geis,Geirs
Hallgrímssonar,nkee-s,Hallgrímsson,Hallgrímssonar
",",",",",",","
áðan,aa,áðan,áðan
.,.,.,.
,,,
hefur,sfg3en,hafa,hefur
fengið,ssg,fá,fengið
Alþfl.,nken-s,Alþfl.,Alþfl.
til,ae,til,til
að,cn,að,að
kingja,sng,kingja,kyngja
því,fpheþ,það,því
að,c,að,að
ráðh.,nken,ráðh.,ráðh.
,,,
Það,fphen,það,Það
var,sfg3eþ,vera,var
öllum,fokfþ,allur,öllum
kunnugt,lhensf,kunnugur,kunnugt
að,c,að,að
þessi,faken,þessi,þessi
hópur,nken,hópur,hópur
undir,aþ,undir,undir
forustu,nveþ,forusta,forustu
Vilmundar,nkee-s,Vilmundur,Vilmundar
Gylfasonar,nkee-s,Gylfason,Gylfasonar
vildi,sfg3eþ,vilja,vildi
samstarf,nhen,samstarf,samstarf
við,ao,við,við
Sjálfstfl.,nkeo-s,Sjálfstfl.,Sjálfstfl.
",",",",",",","
enda,c,enda,enda
sjálfir,fbkfn,sjálfur,sjálfir
greinilegir,lkfnsf,greinilegur,greinilegir
afturhaldsínenn,nkfn,afturhaldsínaður,afturhaldsmenn
í,aþ,í,í
flestum,lhfþse,margur,flestum
málum,nhfþ,mál,málum
;,;,;,;
m.a.,as,m.a.,m.a.
áberandi,lhfþof,áberandi,áberandi
óvinveittir,lkfnsf,óvinveittur,óvinveittir
samtökum,nhfþ,samtök,samtökum
verkalýðshreyfingar,nvee,verkalýðshreyfing,verkalýðshreyfingar
og,c,og,og
bænda,nkfe,bóndi,bænda
.,.,.,.
,,,
Þeir,fakfn,hann,Þeir
",",",",",",","
sem,ct,sem,sem
ferðinni,nveþg,ferð,ferðinni
ráða,sfg3fn,ráða,ráða
í,ao,í,í
Alþfl.,nkfo-s,Alþfl.,Alþfl.
",",",",",",","
virðast,snm,virða,virðast
láta,sfg3fn,láta,láta
sér,fpkfþ,sig,sér
í,aþ,í,í
léttu,lheþsf,léttur,léttu
rúmi,nheþ,rúm,rúmi
hggja,nkfe,hggi,liggja
þótt,c,þótt,þótt
ábyrgðarlaust,lhensf,ábyrgðarlaus,ábyrgðarlaust
framferði,nhen,framferði,framferði
þeirra,fpkfe,hann,þeirra
hljóti,svg3fn,hljóta,hljóti
fyrst,aae,snemma,fyrst
og,c,og,og
fremst,aae,fremst,fremst
að,cn,að,að
verða,sng,verða,verða
vatn,nhen,vatn,vatn
á,aþ,á,á
myllu,nveþ,mylla,myllu
Sjálfstfl.,nkee-s,Sjálfstfl.,Sjálfstfl.
og,c,og,og
sérstaklega,aa,sérstaklega,sérstaklega
til,ae,til,til
stórtjóns,nhee,stórtjón,stórtjóns
fyrir,ao,fyrir,fyrir
Alþfl.,nkfo-s,Alþfl.,Alþfl.
,,,
Öllum,fokfþ,allur,Öllum
var,sfg3eþ,vera,var
ljóst,lhensf,ljós,ljóst
að,c,að,að
ákvörðunin,nveng,ákvörðun,ákvörðunin
um,ao,um,um
þessa,faveo,þessi,þessa
tekjuöflun,nveo,tekjuöflun,tekjuöflun
var,sfg3eþ,vera,var
ekki,aa,ekki,ekki
síður,aam,síður,síður
míðuð,sþgven,míða,miðuð
við,ao,við,við
afkomu,nveo,afkoma,afkomu
ríkissjóðs,nkee,ríkissjóður,ríkissjóðs
og,c,og,og
efnahagsgetu,nvee,efnahagsgeta,efnahagsgetu
á,aþ,á,á
árinu,nheþg,ár,árinu
1980,ta,1980,1980
.,.,.,.
,,,
Vissulega,aa,vissulega,Vissulega
urðu,sfg3fþ,verða,urðu
talsverð,lhfnsf,talsverður,talsverð
átök,nhfn,átök,átök
um,ao,um,um
fjárlagafrv.,nveo,fjárlagafrv.,fjárlagafrv.
",",",",",",","
eins,aa,eins,eins
og,c,og,og
ávallt,aa,ávallt,ávallt
hlýtur,sfg3en,hljóta,hlýtur
að,cn,að,að
verða,sng,verða,verða
",",",",",",","
og,c,og,og
ekki,aa,ekki,ekki
vorum,sfg1fþ,vera,vorum
víð,nven,víð,við
Alþb.-menn,nkfn-s,Alþb.-maður,Alþb.-menn
ánægðir,lkfnsf,ánægður,ánægðir
með,ao,með,með
niðurstöðuna,nveog,niðurstaða,niðurstöðuna
",",",",",",","
töldum,sfg1fþ,telja,töldum
mörgu,lheþsf,margur,mörgu
ábótavant,lhensf,ábótavant,ábótavant
og,c,og,og
höfðum,svg3fþ,hafa,höfðum
ýmsa,fokfo,ýmis,ýmsa
fyrirvara,nkfo,fyrirvari,fyrirvara
.,.,.,.
,,,
Ein,foven,einn,Ein
helsta,lvenve,heldri,helsta
ástæðan,nveng,ástæða,ástæðan
var,sfg3eþ,vera,var
hin,gven,hinn,hin
gífurlega,lvenvf,gífurlegur,gífurlega
olíuverðshækkun,nven,olíuverðshækkun,olíuverðshækkun
sem,ct,sem,sem
hlaut,sfg3eþ,hljóta,hlaut
6hjákvæmilega,ta,6hjákvæmilega,óhjákvæmilega
að,cn,að,að
hafa,sng,hafa,hafa
sín,fehfo,sinn,sín
áhrif,nhfo,áhrif,áhrif
",",",",",",","
bein,nheo,bein,bein
og,c,og,og
óbein,nheo,óbein,óbein
",",",",",",","
á,aþ,á,á
öllum,fohfþ,allur,öllum
sviðum,nhfþ,svið,sviðum
efnahagsmála,nhfe,efnahagsmál,efnahagsmála
og,c,og,og
óháð,aþ,óháð,óháð
því,fpheþ,það,því
hvaða,fsvfo,hvaða,hvaða
ríkisstj.,nvfo,ríkisstj.,ríkisstj.
var,sfg3eþ,vera,var
við,ao,við,við
völd,nhfo,vald,völd
.,.,.,.
,,,
Stóraukin,lhfnsf,stóraukinn,Stóraukin
vaxtaútgjöld,nhfn,vaxtaútgjöld,vaxtaútgjöld
í,aþ,í,í
öllum,fokeþ,allur,öllum
rekstri,nkeþ,rekstur,rekstri
hafa,sfg3fn,hafa,hafa
hvarvetna,aa,hvarvetna,hvarvetna
brotið,ssg,brjóta,brotið
sér,fphfþ,sig,sér
braut,sfg3eþ,brjóta,braut
inn,aa,inn,inn
í,ao,í,í
verðmyndunarkerfið,nheog,verðmyndunarkerfi,verðmyndunarkerfið
með,aþ,með,með
hækkandi,lheþof,hækkandi,hækkandi
verði,nheþ,verð,verði
á,ao,á,á
hvers,fshee,hver,hvers
konar,nkee,konar,konar
þjónustu,nveþ,þjónusta,þjónustu
",",",",",",","
innlendri,lveþsf,innlendur,innlendri
iðnaðarframleiðslu,nveþ,iðnaðarframleiðsla,iðnaðarframleiðslu
og,c,og,og
landbúnaðarvörum,nvfþ,landbúnaðarvara,landbúnaðarvörum
og,c,og,og
með,aþ,með,með
gengissigi,nheþ,gengissig,gengissigi
Seðlabankans,nkeegs,Seðlabanki,Seðlabankans
",",",",",",","
sem,ct,sem,sem
rökstutt,ssg,rökstyðja,rökstutt
hefur,sfg3en,hafa,hefur
verið,ssg,vera,verið
með,aþ,með,með
auknum,lhfþsf,aukinn,auknum
vaxtaútgjöldum,nhfþ,vaxtaútgjöld,vaxtaútgjöldum
sjávarútvegs,nkee,sjávarútvegur,sjávarútvegs
og,c,og,og
fiskvínnslu,nvee,fiskvínnsla,fiskvinnslu
.,.,.,.
,,,
Á,aþ,á,Á
Íslandi,nheþ-s,Ísland,Íslandi
þarf,sfg3en,þurfa,þarf
ekki,aa,ekki,ekki
",",",",",",","
ef,c,ef,ef
minnka,sng,minnka,minnka
á,ao,á,á
kaupmátt,nkeo,kaupmáttur,kaupmátt
launa,nhfe,laun,launa
",",",",",",","
að,cn,að,að
lækka,sng,lækka,lækka
beinlínis,aa,beinlínis,beinlínis
krónútölu,nveo,krónútala,krónutölu
launanna,nhfeg,laun,launanna
með,aþ,með,með
lögum,nhfþ,lag,lögum
",",",",",",","
eins,aa,eins,eins
og,c,og,og
gert,sþghen,gera,gert
var,sfg3eþ,vera,var
stundum,aa,stundum,stundum
hér,aa,hér,hér
áður,aa,áður,áður
fyrr,aam,fyrr,fyrr
.,.,.,.
,,,
Á,aþ,á,Á
því,fpheþ,það,því
er,sfg3en,vera,er
þó,aa,þó,þó
allur,foken,allur,allur
munurinn,nkeng,munur,munurinn
",",",",",",","
eins,aa,eins,eins
og,c,og,og
hvert,fohen,hver,hvert
mannsbarn,nhen,mannsbarn,mannsbarn
getur,sfg3en,geta,getur
skilið,ssg,skilja,skilið
",",",",",",","
hvort,c,hvort,hvort
slakað,ssg,slaka,slakað
er,sfg3en,vera,er
til,aa,til,til
um,aa,um,um
3--4,ta,3--4,3--4
prósentustig,nhen,prósentustig,prósentustig
vegna,ae,vegna,vegna
óvæntra,lhfesf,óvæntur,óvæntra
áfalla,nhfe,áfall,áfalla
sem,ct,sem,sem
við,fp1fn,ég,við
verðúm,nhfo,verðúm,verðum
fyrir,aa,fyrir,fyrir
utan,aa,utan,utan
úr,aþ,úr,úr
heimi,nkeþ,heimur,heimi
",",",",",",","
þegar,c,þegar,þegar
auk,ae,auk,auk
þess,fphee,það,þess
er,sfg3en,vera,er
um,aa,um,um
samið,sþghen,semja,samið
að,aþ,að,að
þessum,fahfþ,þessi,þessum
prósentum,nhfþ,prósent,prósentum
verði,svg3fn,verða,verði
tafarlaust,aa,tafarlaust,tafarlaust
skilað,sþghen,skila,skilað
þegar,c,þegar,þegar
viðskiptakjörin,nhfng,viðskiptakjör,viðskiptakjörin
batna,sng,batna,batna
aftur,aa,aftur,aftur
",",",",",",","
eða,c,eða,eða
hvort,c,hvort,hvort
hitt,fahen,hinn,hitt
verður,sfg3en,verða,verður
ofan,aa,ofan,ofan
á,aþ,á,á
",",",",",",","
að,c,að,að
verðbótavísitala,nven,verðbótavísitala,verðbótavísitala
sé,svg3en,vera,sé
beinlínis,aa,beinlínis,beinlínis
tekin,sþgven,taka,tekin
úr,aþ,úr,úr
sambandi,nheþ,samband,sambandi
að,aþ,að,að
meira,lheþvm,mikill,meira
eða,c,eða,eða
minna,lheþvm,lítill,minna
leyti,nheþ,leyti,leyti
",",",",",",","
eins,aa,eins,eins
og,c,og,og
allt,fohen,allur,allt
kapp,nhen,kapp,kapp
er,sfg3en,vera,er
lagt,sþghen,leggja,lagt
á,aa,á,á
af,aþ,af,af
hægri,lveþvf,hægri,hægri
öflunum,nhfþg,afl,öflunum
",",",",",",","
en,c,en,en
afleiðing,nven,afleiðing,afleiðing
þess,fphee,það,þess
yrði,svg3eþ,verða,yrði
örugglega,aa,örugglega,örugglega
20--30%,ta,20--30%,20--30%
kjaraskerðing,nven,kjaraskerðing,kjaraskerðing
á,ao,á,á
nokkuð,foheo,nokkur,nokkuð
skömmum,lkeþsf,skammur,skömmum
tíma,nkeþ,tími,tíma
.,.,.,.
,,,
Þá,aa,þá,Þá
var,sfg3eþ,vera,var
kaupgjaldsvísitalan,nveng,kaupgjaldsvísitala,kaupgjaldsvísitalan
tekin,sþgven,taka,tekin
úr,aþ,úr,úr
sambandi,nheþ,samband,sambandi
og,c,og,og
kaupmáttur,nken,kaupmáttur,kaupmáttur
launa,nhfe,laun,launa
hrapaði,sfg3eþ,hrapa,hrapaði
um,aa,um,um
25--30%,ta,25--30%,25--30%
á,aþ,á,á
skömmum,lkeþsf,skammur,skömmum
tíma,nkeþ,tími,tíma
",",",",",",","
en,c,en,en
verðbólguskriðan,nveng,verðbólguskriða,verðbólguskriðan
æddi,sfg3eþ,æða,æddi
þó,aa,þó,þó
áfram,aa,áfram,áfram
af,aþ,af,af
fullum,lkeþsf,fullur,fullum
þunga,nkeþ,þungi,þunga
eftir,aa,eftir,eftir
sem,c,sem,sem
áður,aa,áður,áður
",",",",",",","
eins,aa,eins,eins
og,c,og,og
flestum,lkfþse,margur,flestum
er,sfg3en,vera,er
í,aþ,í,í
fersku,lheþsf,ferskur,fersku
minni,lheþvm,lítill,minni
",",",",",",","
og,c,og,og
var,sfg3eþ,vera,var
áfram,aa,áfram,áfram
milli,ae,milli,milli
40,ta,40,40
og,c,og,og
50%,ta,50%,50%
einu,foheþ,einn,einu
ári,nheþ,ár,ári
síðar,aam,síðar,síðar
þrátt,aa,þrátt,þrátt
fyrir,ao,fyrir,fyrir
að,cn,að,að
kaupgjaldsvísitala,sng,kaupgjaldsvísitala,kaupgjaldsvísitala
væri,svg3eþ,vera,væri
ekki,aa,ekki,ekki
i,e,i,í
sambandi,nheþ,samband,sambandi
.,.,.,.
,,,
Hift,nven,hift,Hitt
skiptir,sfg3en,skipta,skiptir
öllu,foheþ,allur,öllu
",",",",",",","
að,c,að,að
fólkið,nheng,fólk,fólkið
í,aþ,í,í
landinu,nheþg,land,landinu
skynji,svg3en,skynja,skynji
yfirvofandi,lveoof,yfirvofandi,yfirvofandi
hættu,nveo,hætta,hættu
",",",",",",","
verji,svg3en,verja,verji
hagsmuni,nkfo,hagsmunir,hagsmuni
sína,fekfo,sinn,sína
og,c,og,og
tryggi,svg3en,tryggja,tryggi
ótvíræðan,lkeosf,ótvíræður,ótvíræðan
vinstri,lkeovf,vinstri,vinstri
sigur,nkeo,sigur,sigur
í,aþ,í,í
næstu,lvfþve,næstur,næstu
kosningum,nvfþ,kosning,kosningum
.,.,.,.
,,,
Hann,fpken,hann,Hann
stýnr,sfg3eþ,stýnrja,stýrir
brúðunum,nvfþg,brúða,brúðunum
á,aþ,á,á
sviðinu,nheþg,svið,sviðinu
.,.,.,.
,,,
Alþfl.,nkeo,Alþfl.,Alþfl.
að,c,að,að
þeir,fpkfn,hann,þeir
hika,sfg3fn,hika,hika
ekki,aa,ekki,ekki
við,ao,við,við
að,cn,að,að
varpa,sng,varpa,varpa
póhtísku,lheþsf,póhtískur,pólitísku
lífi,nheþ,líf,lífi
sinu,nvee,sina,sinu
á,aþ,á,á
altari,nheþ,altari,altari
íhaldsaflanna,nhfeg,íhaldsafl,íhaldsaflanna
í,aþ,í,í
landinu,nheþg,land,landinu
.,.,.,.
,,,
Eru,sfg3fn,vera,Eru
vonandi,aa,vonandi,vonandi
engin,fohfn,enginn,engin
dæmi,nhfn,dæmi,dæmi
þess,fphee,það,þess
að,c,að,að
flokkur,nken,flokkur,flokkur
hafi,svg3en,hafa,hafi
komi8,nkeo,komi8ur,komið
fram,aa,fram,fram
af,aþ,af,af
annarri,foveþ,annar,annarri
eins,aa,eins,eins
lágkúru,nveþ,lágkúra,lágkúru
og,c,og,og
Alþfl.,nken-s,Alþfl.,Alþfl.
hefur,sfg3en,hafa,hefur
gert,ssg,gera,gert
undanfarna,lkfosf,undanfarinn,undanfarna
daga,nkfo,dagur,daga
.,.,.,.
,,,
Í,aþ,í,Í
fyrsta,lheþve,fyrr,fyrsta
lagi,nheþ,lag,lagi
er,sfg3en,vera,er
ætlunin,nveng,ætlun,ætlunin
samkv.,lheþsf,samkv.,samkv.
þessari,faveþ,þessi,þessari
stefnu,nveþ,stefna,stefnu
Sjálfstfl.,nkee-s,Sjálfstfl.,Sjálfstfl.
að,c,að,að
fyrirtæki,nhen,fyrirtæki,fyrirtæki
eigi,svg3en,eiga,eigi
að,cn,að,að
fá,sng,fá,fá
að,cn,að,að
leggja,sng,leggja,leggja
fé,nheo,fé,fé
í,aþ,í,í
skattfrjálsa,lkeþvf,skattfrjáls,skattfrjálsa
varasjóði,nkeþ,varasjóður,varasjóði
og,c,og,og
að,aþ,að,að
þeim,fphfþ,það,þeim
verði,svg3en,verða,verði
færðir,sþgkfn,færa,færðir
aftur,aa,aftur,aftur
þeir,fakfn,hann,þeir
fjármunir,nkfn,fjármunir,fjármunir
",",",",",",","
sem,c,sem,sem
fráfarandi,lvfþof,fráfarandi,fráfarandi
ríkisstj.,nvfþ,ríkisstj.,ríkisstj.
hirti,sfg3eþ,hirða,hirti
af,aþ,af,af
fyrirtækjunum,nhfþg,fyrirtæki,fyrirtækjunum
",",",",",",","
upp,aa,upp,upp
á,aþ,á,á
10---15,ta,10---15,10--15
milljarða,nkfo,milljarður,milljarða
kr.,nvfe,kr.,kr.
á,aþ,á,á
ári,nheþ,ár,ári
.,.,.,.
,,,
Einn,tfken,einn,Einn
af,aþ,af,af
