Word,Tag,Lemma
á,aþ,á
árinu,nheþg,ár
1974,ta,1974
.,.,.
,,
Þetta,fahen,þessi
mál,nhen,mál
verður,sfg3en,verða
að,aþ,að
sjálfsögðu,lheþsf,sjálfsagður
kannað,sþghen,kanna
nánar,aam,náið
á,aþ,á
næstunni,nveþg,næsta
.,.,.
,,
Ég,fp1en,ég
vil,sfg1en,vilja
svo,aa,svo
leggja,sng,leggja
áherslu,nveo,áhersla
á,ao,á
",",",",","
að,c,að
þessa,faveo,þessi
gengislækkun,nven,gengislækkun
ber,sfg3en,bera
að,cn,að
skoða,sng,skoða
sem,c,sem
einn,tfkeo,einn
lið,nkeo,liður
í,aþ,í
samræmdum,lvfþsf,samræmdur
heildaraðgerðum,nvfþ,heildaraðgerð
í,aþ,í
efnahagsmálum,nhfþ,efnahagsmál
",",",",","
sem,c,sem
ríkisstj.,nvfo,ríkisstj.
mun,sfg3en,munu
beita,sng,beita
sér,fpvfþ,sig
fyrir,aa,fyrir
og,c,og
hafa,sng,hafa
það,faheo,það
markmið,nheo,markmið
að,cn,að
ná,sng,ná
öruggu,lheþsf,öruggur
jafnvægi,nheþ,jafnvægi
í,aþ,í
efnahagsmálum,nhfþ,efnahagsmál
þjóðarinnar,nveeg,þjóð
.,.,.
,,
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Ég,fp1en,ég
vil,sfg1en,vilja
að,aþ,að
lokinni,lveþsf,lokinn
þessari,faveþ,þessi
umr.,nven,umr.
leggja,sng,leggja
til,ae,til
",",",",","
að,c,að
frv.,aa,frv.
þessu,faheþ,þessi
verði,nheþ,verð
vísað,ssg,vísa
til,ae,til
2.,ta,2.
umr.,nven,umr.
og,c,og
fjh.-,nvee,fjh.-
og,c,og
viðskn.,nvee,viðskn.
þessarar,favee,þessi
d.,nhee,d.
",",",",","
og,c,og
ég,fp1en,ég
vil,sfg1en,vilja
ítreka,sng,ítreka
þá,fpkfo,hann
ósk,nveo,ósk
við,ao,við
hv.,lheosf,hv.
þdm.,lheosf,þdm.
að,cn,að
greiða,sng,greiða
fyrir,ao,fyrir
afgreiðslu,nveo,afgreiðsla
málsins,nheeg,mál
",",",",","
þar,aa,þar
sem,c,sem
þetta,fahen,þessi
mál,nhen,mál
er,sfg3en,vera
sérstaks,lheesf,sérstakur
eðlis,nhee,eðli
og,c,og
venja,nven,venja
er,sfg3en,vera
að,cn,að
reyna,sng,reyna
að,cn,að
flýta,sng,flýta
afgreiðslu,nveþ,afgreiðsla
slíkra,fbhfe,slíkur
mála,nhfe,mál
.,.,.
,,
Forseti,nken,forseti
(,(,(
Gylfi,nken-s,Gylfi
Þ.,nken-s,Þ.
Gíslason,nken-s,Gíslason
),),)
:,:,:
Næsti,lkenvf,næstur
fundur,nken,fundur
Sþ.,nkee-s,Sþ.
fer,sfg3en,fara
samkv.,lheþsf,samkv.
forsetabréfi,nheþ,forsetabréf
fram,aa,fram
á,aþ,á
Þingvöllum,nkfþ-s,Þingvellir
sunnudaginn,nkeog,sunnudagur
28.,ta,28.
júlí,nken,júlí
",",",",","
kl.,nveng,kl.
11,ta,11
árdegis,aa,árdegis
",",",",","
og,c,og
verður,sfg3en,verða
þá,aa,þá
á,aþ,á
dagskrá,nveþ,dagskrá
landgræðslu-,nveþ,landgræðslu-
og,c,og
gróðurverndaráætlun,nveþ,gróðurverndaráætlun
",",",",","
till.,nhfþ,till.
til,ae,til
þál.,lkfesf,þál.
",",",",","
1.,ta,1.
mál,nhen,mál
Sþ.,nhfþ-s,Sþ.
",",",",","
þskj.,nvfo,þskj.
1,ta,1
.,.,.
,,
---,ta,---
Síðari,lvenvm,síðari
umr.,nven,umr.
,,
Þar,aa,þar
eð,sfg3en,eða
skipun,nven,skipun
þingbekkja,nven,þingbekkja
verður,sfg3en,verða
önnur,foven,annar
á,aþ,á
Þingvöllum,nkfþ-s,Þingvellir
en,c,en
er,sfg3en,vera
í,aþ,í
alþingishúsinu,nheþg,alþingishús
",",",",","
er,sfg3en,vera
nauðsynlegt,lhensf,nauðsynlegur
í,aþ,í
samræmi,nheþ,samræmi
við,ao,við
þingsköp,nhfo,þingsköp
að,aþ,að
hluta,nkeþ,hluti
nú,aa,nú
um,ao,um
sæti,nheo,sæti
á,aþ,á
þingfundinum,nkeþg,þingfundur
á,aþ,á
Þingvöllum,nkfþ-s,Þingvellir
.,.,.
,,
Á,sfg3en,eiga
það,fphen,það
við,aa,við
um,ao,um
aðra,fokfo,annar
þingmenn,nkfn,þingmaður
en,c,en
forseta,nkee,forseti
þingsins,nheeg,þing
",",",",","
skrifara,nkee,skrifari
Sþ.,nhfþ-s,Sþ.
og,c,og
ráðh.,lheþsf,ráðh.
,,
Hlutað,ssg,hluta
hefur,sfg3en,hafa
verið,ssg,vera
um,ao,um
",",",",","
hvaða,fshen,hvaða
þm.,nhen,þm.
skuli,svg3en,skulu
fyrst,aae,snemma
kjósa,sng,kjósa
sér,fpheþ,sig
sæti,nheþ,sæti
",",",",","
og,c,og
kom,sfg3eþ,koma
upp,aa,upp
nafn,nhen,nafn
Sigurlaugar,nvee-s,Sigurlaug
Bjarnadóttur,nveþ-s,Bjarnadóttir
",",",",","
9.,ta,9.
landsk.,nveþ,landsk.
þm.,lheþsf,þm.
,,
Sætahlutunin,nveng,sætahlutun
fór,sfg3eþ,fara
á,ao,á
þessa,faveo,þessi
leið,nveo,leið
:,:,:
12.,ta,12.
sæti,nhen,sæti
hlaut,sfg3eþ,hljóta
Vilhjálmur,nken-s,Vilhjálmur
Hjálmarsson,nken-s,Hjálmarsson
.,.,.
,,
13,ta,13
.,.,.
,,
---,ta,---
---,ta,---
Albert,nken-s,Albert
Guðmundsson,nken-s,Guðmundsson
.,.,.
,,
14,ta,14
.,.,.
,,
---,ta,---
---,ta,---
Oddur,nken-s,Oddur
Ólafsson,nken-s,Ólafsson
.,.,.
,,
15,ta,15
.,.,.
,,
---,ta,---
---,ta,---
Ragnar,nken-s,Ragnar
Arnalds,nken-s,Arnaldur
.,.,.
,,
16,ta,16
.,.,.
,,
---,ta,---
---,ta,---
Ragnhildur,nven-s,Ragnhildur
Helgadóttir,nven-s,Helgadóttir
.,.,.
,,
17,ta,17
.,.,.
,,
---,ta,---
---,ta,---
Karvel,nken-s,Karvel
Pálmason,nken-s,Pálmason
.,.,.
,,
18,ta,18
.,.,.
,,
---,ta,---
---,ta,---
Þórarinn,nken-s,Þórarinn
Þórarinsson,nken-s,Þórarinsson
.,.,.
,,
19,ta,19
.,.,.
,,
---,ta,---
---,ta,---
Jón,nken-s,Jón
Skaftason,nken-s,Skaftason
.,.,.
,,
20,ta,20
.,.,.
,,
---,ta,---
---,ta,---
Geir,nkeþ-s,Geir
Gunnarsson,nkeþ-s,Gunnarsson
.,.,.
,,
21,ta,21
.,.,.
,,
---,ta,---
---,ta,---
Stefán,nken-s,Stefán
Valgeirsson,nken-s,Valgeirsson
.,.,.
,,
22,ta,22
.,.,.
,,
---,ta,---
---,ta,---
Garðar,nkeo-s,Garðar
Sigurðsson,nkeo-s,Sigurðsson
.,.,.
,,
23,ta,23
.,.,.
,,
---,ta,---
---,ta,---
Svava,nven-s,Svava
Jakobsdóttir,nven-s,Jakobsdóttir
.,.,.
,,
24,ta,24
.,.,.
,,
---,ta,---
---,ta,---
Þorv.,nken-s,Þorv.
,,
Garðar,nkeo-s,Garðar
Kristjánsson,nken-s,Kristjánsson
.,.,.
,,
25,ta,25
.,.,.
,,
---,ta,---
---,ta,---
Jón,nken-s,Jón
Árnason,nken-s,Árnason
.,.,.
,,
26,ta,26
.,.,.
,,
---,ta,---
---,ta,---
Ólafur,nken-s,Ólafur
G.,nken-s,G.
Einarsson,nken-s,Einarsson
.,.,.
,,
27,ta,27
.,.,.
,,
---,ta,---
---,ta,---
Benedikt,nken-s,Benedikt
Gröndal,nken-s,Gröndal
.,.,.
,,
28,ta,28
.,.,.
,,
---,ta,---
---,ta,---
Pétur,nken-s,Pétur
Sigurðsson,nken-s,Sigurðsson
.,.,.
,,
29,ta,29
.,.,.
,,
---,ta,---
---,ta,---
Jón,nken-s,Jón
Árm.,nken-s,Árm.
,,
Héðinsson,nken,héðinsson
.,.,.
,,
30,ta,30
.,.,.
,,
---,ta,---
---,ta,---
Tómas,nken-s,Tómas
Árnason,nken-s,Árnason
.,.,.
,,
31,ta,31
.,.,.
,,
---,ta,---
---,ta,---
Sighvatur,nken-s,Sighvatur
Björgvinsson,nken-s,Björgvinsson
.,.,.
,,
32,ta,32
.,.,.
,,
---,ta,---
---,ta,---
Gunnlaugur,nken-s,Gunnlaugur
Finnsson,nken-s,Finnsson
.,.,.
,,
33,ta,33
.,.,.
,,
---,ta,---
---,ta,---
Axel,nken-s,Axel
Jónsson,nken-s,Jónsson
.,.,.
,,
34,ta,34
.,.,.
,,
---,ta,---
---,ta,---
Geirþrúður,nken-s,Geirþrúður
H.,nken-s,H.
Bernhöft,nveþ-s,Bernhöft
.,.,.
,,
35,ta,35
.,.,.
,,
---,ta,---
---,ta,---
Þórarinn,nken-s,Þórarinn
Sigurjónsson,nken-s,Sigurjónsson
.,.,.
,,
36,ta,36
.,.,.
,,
---,ta,---
---,ta,---
Páll,nken-s,Páll
Pétursson,nken-s,Pétursson
.,.,.
,,
37,ta,37
.,.,.
,,
---,ta,---
---,ta,---
Halldór,nken-s,Halldór
Ásgrímsson,nken-s,Ásgrímsson
.,.,.
,,
38,ta,38
.,.,.
,,
---,ta,---
---,ta,---
Jónas,nken-s,Jónas
Árnason,nken-s,Árnason
.,.,.
,,
39,ta,39
.,.,.
,,
---,ta,---
---,ta,---
Friðjón,nken-s,Friðjón
Þórðarson,nken-s,Þórðarson
.,.,.
,,
40,ta,40
.,.,.
,,
---,ta,---
---,ta,---
Steinþór,nken-s,Steinþór
Gestsson,nken-s,Gestsson
.,.,.
,,
41,ta,41
.,.,.
,,
---,ta,---
---,ta,---
Matthías,nken-s,Matthías
Bjarnason,nken-s,Bjarnason
.,.,.
,,
42,ta,42
.,.,.
,,
---,ta,---
---,ta,---
Helgi,nken-s,Helgi
F.,nhee-s,F.
Seljan,nken-s,Seljan
.,.,.
,,
43,ta,43
.,.,.
,,
---,ta,---
---,ta,---
Sverrir,nken-s,Sverrir
Hermannsson,nken-s,Hermannsson
.,.,.
,,
44,ta,44
.,.,.
,,
---,ta,---
---,ta,---
Geir,nken-s,Geir
Hallgrímsson,nken-s,Hallgrímsson
.,.,.
,,
45,ta,45
.,.,.
,,
---,ta,---
---,ta,---
Eyjólfur,nken-s,Eyjólfur
K.,nken-s,K.
Jónsson,nken-s,Jónsson
.,.,.
,,
46,ta,46
.,.,.
,,
---,ta,---
---,ta,---
Guðmundur,nken-s,Guðmundur
H.,nken-s,H.
Garðarsson,nken-s,Garðarsson
.,.,.
,,
47,ta,47
.,.,.
,,
---,ta,---
---,ta,---
Ingólfur,nken-s,Ingólfur
Jónsson,nken-s,Jónsson
.,.,.
,,
48,ta,48
.,.,.
,,
---,ta,---
---,ta,---
Matthías,nken-s,Matthías
Á.,nken-s,Á.
Mathiesen,nken-s,Mathiesen
.,.,.
,,
49,ta,49
.,.,.
,,
---,ta,---
---,ta,---
Sigurlaug,nven-s,Sigurlaug
Bjarnadóttir,nven-s,Bjarnadóttir
.,.,.
,,
50,ta,50
.,.,.
,,
---,ta,---
---,ta,---
Karl,nken-s,Karl
G.,nken-s,G.
Sigurbergsson,nken-s,Sigurbergsson
.,.,.
,,
51,ta,51
.,.,.
,,
---,ta,---
---,ta,---
Gunnar,nken-s,Gunnar
Thoroddsen,nken-s,Thoroddsen
.,.,.
,,
52,ta,52
.,.,.
,,
---,ta,---
---,ta,---
Eðvarð,nken-s,Eðvarð
Sigurðsson,nken-s,Sigurðsson
.,.,.
,,
63,ta,63
.,.,.
,,
---,ta,---
---,ta,---
Pálmi,nken-s,Pálmi
Jónsson,nken-s,Jónsson
.,.,.
,,
64,ta,64
.,.,.
,,
---,ta,---
---,ta,---
Jón,nken-s,Jón
G.,nken-s,G.
Sólnes,nken-s,Sólnes
.,.,.
,,
55,ta,55
.,.,.
,,
---,ta,---
---,ta,---
Ingi,nken-s,Ingi
Tryggvason,nken-s,Tryggvason
.,.,.
,,
56,ta,56
.,.,.
,,
---,ta,---
---,ta,---
Guðlaugur,nken-s,Guðlaugur
Gíslason,nken-s,Gíslason
.,.,.
,,
57,ta,57
.,.,.
,,
---,ta,---
---,ta,---
Ellert,nken-s,Ellert
B.,nken-s,B.
Schram,nken-s,Schram
.,.,.
,,
58,ta,58
.,.,.
,,
---,ta,---
---,ta,---
Eggert,nken-s,Eggert
G.,nken-s,G.
Þorsteinsson,nken-s,Þorsteinsson
.,.,.
,,
59,ta,59
.,.,.
,,
---,ta,---
---,ta,---
Steingrímur,nken-s,Steingrímur
Hermannsson,nken-s,Hermannsson
.,.,.
,,
60,ta,60
.,.,.
,,
---,ta,---
---,ta,---
Stefán,nken-s,Stefán
Jónsson,nken-s,Jónsson
.,.,.
,,
ATKVGR.,nken-s,ATKVGR.
,,
Frv.,aa,Frv.
vísað,ssg,vísa
til,ae,til
2.,ta,2.
umr.,nven,umr.
með,aþ,með
14,ta,14
shlj.,nvfn,shlj.
atkv.,lheþsf,atkv.
og,c,og
til,aa,til
iðnn.,lheþsf,iðnn.
með,aþ,með
15,ta,15
shlj.,nvfn,shlj.
atkv.,lheþsf,atkv.
,,
ATKVGR.,nken-s,ATKVGR.
,,
Frv.,aa,Frv.
samþ.,lheþsf,samþ.
með,aþ,með
21:3,ta,21:3
atkv.,sbg2en,atkv.
og,c,og
afgr.,nveo,afgr.
sem,ct,sem
lög,nhfn,lag
frá,aþ,frá
Alþingi,nheþ-s,Alþingi
(,(,(
þskj.,nvfn,þskj.
54,ta,54
),),)
.,.,.
,,
Of,aa,of
skammt,aa,skammt
var,sfg3eþ,vera
liðið,sþghen,líða
frá,aþ,frá
2.,ta,2.
umr.,nvee,umr.
---,ta,---
Afbrigði,nheþ,afbrigði
samþ.,lheþsf,samþ.
með,aþ,með
13,ta,13
shlj.,nvfn,shlj.
atkv.,lheþsf,atkv.
,,
ATKVGR.,nven,ATKVGR.
1.,ta,1.
gr.,nven,gr.
samþ.,lheþsf,samþ.
með,aþ,með
19:5,ta,19:5
atkv.,lheþsf,atkv.
2.,ta,2.
gr.,nven,gr.
samþ.,lheþsf,samþ.
með,aþ,með
19:2,ta,19:2
atkv.,sbg2en,atkv.
,,
Fyrirsögn,nven,fyrirsögn
samþ.,lheþsf,samþ.
án,ae,án
atkvgr.,nven,atkvgr.
,,
Frv.,aa,Frv.
vísað,ssg,vísa
til,ae,til
3.,ta,3.
umr.,nven,umr.
með,aþ,með
20:1,ta,20:1
atkv.,sbg2en,atkv.
,,
ATKVGR.,nken-s,ATKVGR.
,,
Brtt.,nveþ,Brtt.
"10,1",ta,"10,1"
samþ.,lheþsf,samþ.
með,aþ,með
22,ta,22
shlj.,nvfn,shlj.
atkv.,lheþsf,atkv.
,,
Brtt.,nveþ,Brtt.
11,ta,11
felld,sþgven,fella
með,aþ,með
22:11,ta,22:11
atkv.,sþgven,atkv.
",",",",","
að,aa,að
viðhöfðu,sbg2en,viðhafa
nafnakalli,nheþ,nafnakall
",",",",","
og,c,og
sögðu,sfg3fþ,segja
já,au,já
:,:,:
BGr,nhee-s,Bgr
",",",",","
EðS,nhee-s,Eð
",",",",","
KGS,nken-s,Kgs
",",",",","
GÞG,nven-s,Gþg
",",",",","
JónasÁ,nveo-s,Jónasá
",",",",","
KP,nken-s,Kp
",",",",","
LJós,lkensf,ljós
",",",",","
MK,nken-s,Mk
",",",",","
MÓ,nkeo,mór
",",",",","
SighB,nken-s,Sighb
",",",",","
SvJ,nken-s,Svj
.,.,.
,,
nei,au,nei
:,:,:
TÁ,nveo,tá
",",",",","
VH,nven-s,Vh
",",",",","
ÞS,nhfn-s,Þs
",",",",","
ÞÞ,nkee-s,Þþ
",",",",","
EKJ,nken-s,Ekj
",",",",","
FÞ,nkee-s,Fþ
",",",",","
GuðlG,nkeþ-s,Guðlgur
",",",",","
GTh,nkeþ-s,Gth
",",",",","
GF,nkeþ-s,Gfur
",",",",","
IngJ,nken-s,Ingj
",",",",","
GB,nken-s,Gb
",",",",","
JSk,nxeþ-s,Jsk
",",",",","
LárJ,nken-s,Lárj
",",",",","
MB,nken-s,Mb
",",",",","
MÁM,nvfþ-s,Má
",",",",","
ÓE,nheþ-s,Óe
",",",",","
ÓlJ,nken-s,Ólj
",",",",","
PP,nken-s,Pp
",",",",","
PJ,nken-s,Pj
",",",",","
RH,nven-s,Rh
",",",",","
SvH,nven-s,Svh
",",",",","
IG,nken-s,Ig
.,.,.
,,
EBS,nkeo,ebs
",",",",","
GHG,nhfo-s,Ghg
og,c,og
SigurlB,nkeo-s,Sigurlbur
greiddu,sfg3fþ,greiða
ekki,aa,ekki
atkv.,lheþsf,atkv.
4,ta,4
þm.,lheþsf,þm.
(,(,(
GS,nken-s,Gs
",",",",","
HES,nven-s,Hes
",",",",","
PS,nhee-s,P
",",",",","
SV,aa,sv
),),)
fjarstaddir,lkfnsf,fjarstaddur
.,.,.
,,
1.,ta,1.
gr.,nven,gr.
samþ.,lheþsf,samþ.
með,aþ,með
26:11,ta,26:11
atkv.,sbg2en,atkv.
",",",",","
að,aa,að
viðhöfðu,sbg2en,viðhafa
nafnakalli,nheþ,nafnakall
",",",",","
og,c,og
sögðu,sfg3fþ,segja
já,au,já
:,:,:
ÞS,nhfn-s,Þs
",",",",","
ÞÞ,nkee-s,Þþ
",",",",","
EBS,nkee-s,Eb
",",",",","
EKJ,nken-s,Ekj
",",",",","
FÞ,nkee-s,Fþ
",",",",","
GuðlG,nkeþ-s,Guðlgur
",",",",","
GHG,nkeþ-s,Ghgur
",",",",","
GTh,nkeþ-s,Gth
",",",",","
GF,nkeþ-s,Gfur
",",",",","
IngJ,nken-s,Ingj
",",",",","
GB,nken-s,Gb
",",",",","
JSk,nxeþ-s,Jsk
",",",",","
LárJ,nken-s,Lárj
",",",",","
MB,nken-s,Mb
",",",",","
MÁM,nvfþ-s,Má
",",",",","
ÓE,nheþ-s,Óe
",",",",","
ÓlJ,nken-s,Ólj
",",",",","
PP,nken-s,Pp
",",",",","
PJ,nken-s,Pj
",",",",","
RH,nven-s,Rh
",",",",","
SigurlB,nken-s,Sigurlb
",",",",","
SV,aa,sv
",",",",","
SvH,nven-s,Svh
",",",",","
TÁ,nveo,tá
",",",",","
VH,nven-s,Vh
",",",",","
IG,nken-s,Ig
.,.,.
,,
nei,au,nei
:,:,:
BGr,nhee-s,Bgr
",",",",","
EðS,nhee-s,Eð
",",",",","
KGS,nken-s,Kgs
",",",",","
GÞG,nven-s,Gþg
",",",",","
JónasÁ,nveo-s,Jónasá
",",",",","
KP,nken-s,Kp
",",",",","
LJós,lkensf,ljós
",",",",","
MK,nken-s,Mk
",",",",","
MÓ,nkeo,mór
",",",",","
SighB,nken-s,Sighb
",",",",","
SvJ,nken-s,Svj
.,.,.
,,
3,ta,3
þm.,lheþsf,þm.
(,(,(
GS,nken-s,Gs
",",",",","
HES,nven-s,Hes
",",",",","
PS,nhee-s,P
),),)
fjarstaddir,lkfnsf,fjarstaddur
.,.,.
,,
Einn,foken,einn
þm.,nken,þm.
gerði,sfg3eþ,gera
svofellda,lveosf,svofelldur
grein,nveo,grein
fyrir,aþ,fyrir
atkv.,lveþsf,atkv.
sinu,nveþ,sina
:,:,:
Þórarinn,nken-s,Þórarinn
Þórarinsson,nken-s,Þórarinsson
:,:,:
Herra,nkee,herra
forseti,nken,forseti
",",",",","
góðir,lkfnsf,góður
áheyrendur,nkfn,áheyrandi
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
óumdeilanlegt,lhensf,óumdeilanlegur
",",",",","
að,c,að
Íslendingar,nkfn-s,Íslendingur
eiga,sfg3fn,eiga
tilveru,nveo,tilvera
sína,feveo,sinn
sem,ct,sem
þjóð,nven,þjóð
landinu,nheþg,land
að,cn,að
þakka,sng,þakka
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
landinu,nheþg,land
að,cn,að
þakka,sng,þakka
",",",",","
að,c,að
hér,aa,hér
hefur,sfg3en,hafa
varðveist,ssm,varðveita
hrein,lvensf,hreinn
tunga,nven,tunga
í,aþ,í
ellefu,tfkfþ,ellefu
aldir,nvfo,öld
",",",",","
meðan,c,meðan
fjölmörg,lhfnsf,fjölmargur
tungumál,nhfn,tungumál
smárra,lvfesf,smár
þjóða,nvfe,þjóð
hafa,sfg3fn,hafa
liðið,ssg,líða
undir,ao,undir
lok,nhfo,lok
vegna,ae,vegna
samskipta,nhfe,samskipti
við,ao,við
öfluga,lkeovf,öflugur
nábúa,nkeo,nábúi
.,.,.
,,
Fjærlægð,nven,fjærlægð
Íslands,nhee-s,Ísland
frá,aþ,frá
öðrum,fokfþ,annar
löndum,nhfþ,land
hefur,sfg3en,hafa
ekki,aa,ekki
aðeins,aa,aðeins
stuðlað,ssg,stuðla
að,aþ,að
því,fpheþ,það
að,cn,að
verja,sng,verja
þá,fpkfo,hann
menningu,nveo,menning
",",",",","
sem,ct,sem
hér,aa,hér
dafnaði,sfg3eþ,dafna
í,aþ,í
upphafi,nheþ,upphaf
",",",",","
heldur,c,heldur
hefur,sfg3en,hafa
hjálpað,ssg,hjálpa
til,aa,til
að,c,að
þroska,nkeo,þroski
hana,fpveo,hún
og,c,og
tryggt,ssg,tryggja
Íslendingum,nkfþ-s,Íslendingur
þannig,aa,þannig
menningararf,nkeo,menningararfur
",",",",","
sem,ct,sem
þeir,fpkfn,hann
geta,sfg3fn,geta
verið,ssg,vera
stoltir,sfg3en,stolta
af,aa,af
.,.,.
,,
Landið,nheng,land
hefur,sfg3en,hafa
átt,ssg,eiga
sinn,fekeo,sinn
ríka,lkeovf,ríkur
þátt,nkeo,þáttur
í,aþ,í
því,fpheþ,það
að,cn,að
skapa,sng,skapa
merkilega,lveosf,merkilegur
þjóðarsögu,nveo,þjóðarsaga
",",",",","
þar,aa,þar
sem,c,sem
þjóðin,nveng,þjóð
hefur,sfg3en,hafa
þurft,ssg,þurfa
á,aþ,á
fyrirhyggju,nveþ,fyrirhyggja
og,c,og
atorku,nveþ,atorka
og,c,og
þrautseigju,nveþ,þrautseigja
að,cn,að
halda,sng,halda
til,ae,til
þess,fphee,það
að,cn,að
geta,sng,geta
notið,ssg,njóta
gæða,sng,gæða
þess,fphee,það
.,.,.
,,
Þegar,c,þegar
Íslendingar,nkfn-s,Íslendingur
risu,sfg3fþ,rísa
úr,aþ,úr
áþján,nveþ,áþján
eftir,ao,eftir
margar,lvfosf,margur
aldir,nvfo,öld
",",",",","
var,sfg3eþ,vera
það,fphen,það
ástin,nveng,ást
á,aþ,á
landinn,nkeng,landi
og,c,og
trúin,nveng,trú
á,ao,á
landið,nheog,land
",",",",","
sem,ct,sem
veitti,sfg3eþ,veita
þeim,fakeþ,sá
mestan,lkeose,mikill
styrk,nkeo,styrkur
til,ae,til
að,cn,að
berjast,snm,berja
fyrir,aþ,fyrir
rétti,nkeþ,réttur
sínum,fekeþ,sinn
.,.,.
,,
Í,aþ,í
sjálfstæðisbaráttunni,nveþg,sjálfstæðisbarátta
var,sfg3eþ,vera
það,fphen,það
Ísland,nhen-s,Ísland
ögrum,sfg1fn,ögra
skorið,lheosf,skorinn
",",",",","
Eldgamla,lheovf,eldgamall
Ísafold,nveþ-s,Ísafold
og,c,og
Ísland,nheo-s,Ísland
farsælda,nvfe,farsæld
frón,nhen,frón
",",",",","
sem,ct,sem
skóp,sfg3eþ,skapa
skáldum,nhfþ,skáld
þjóðarinnar,nveeg,þjóð
og,c,og
stjórnmálamönnum,nkfþ,stjórnmálamaður
eldmóð,nkeo,eldmóður
og,c,og
úthald,nheo,úthald
til,ae,til
að,cn,að
ná,sng,ná
hinu,faheþ,hinn
langsótta,nven,langsótta
marki,svg3en,marka
",",",",","
að,c,að
hér,aa,hér
byggi,svg3eþ,búa
frjáls,lvensf,frjáls
þjóð,nven,þjóð
í,aþ,í
frjálsu,lheþsf,frjáls
landi,nheþ,land
.,.,.
,,
Ef,c,ef
til,aa,til
vill,sfg3en,vilja
sýnir,sfg3en,sýna
það,fphen,það
þó,aa,þó
best,lhense,góður
hin,ghfo,hinn
sterku,lhfovf,sterkur
tengsl,nhfo,tengsl
lands,nhee,land
og,c,og
þjóðar,nvee,þjóð
",",",",","
að,c,að
þegar,c,þegar
íslenskri,lveþsf,íslenskur
æsku,nveþ,æska
brann,sfg3eþ,brenna
mestur,lkense,mikill
eldur,nken,eldur
í,aþ,í
brjósti,nheþ,brjóst
í,aþ,í
frelsisbaráttunni,nveþg,frelsisbarátta
í,aþ,í
upphafi,nheþ,upphaf
þessarar,favee,þessi
aldar,nvee,öld
",",",",","
valdi,sfg3eþ,velja
hún,fpven,hún
sér,fpkeþ,sig
hið,gheo,hinn
stolta,lveosf,stoltur
kjörorð,nheo,kjörorð
:,:,:
Íslandi,nheþ-s,Ísland
allt,foheo,allur
.,.,.
,,
Þegar,c,þegar
ákveðið,sþghen,ákveða
var,sfg3eþ,vera
",",",",","
að,c,að
Alþingi,nhen-s,Alþingi
héldi,svg3eþ,halda
sérstakan,lkeosf,sérstakur
fund,nkeo,fundur
á,aþ,á
Þingvöllum,nkfþ-s,Þingvellir
í,aþ,í
tilefni,nheþ,tilefni
ellefu,tfhfþ,ellefu
alda,nvfe,öld
afmælis,nhee,afmæli
fastrar,lveesf,fastur
byggðar,nvee,byggð
á,aþ,á
Íslandi,nheþ-s,Ísland
",",",",","
var,sfg3eþ,vera
ekkert,fohen,enginn
sjálfsagðra,lhenvm,sjálfsagður
en,c,en
að,c,að
sá,faken,sá
þingfundur,nken,þingfundur
væri,svg3eþ,vera
helgaður,sþgken,helga
landinu,nheþg,land
.,.,.
,,
Þetta,fahen,þessi
mátti,sfg3eþ,mega
gera,sng,gera
með,aþ,með
ýmsum,fokeþ,ýmis
hætti,nkeþ,háttur
.,.,.
,,
Þó,aa,þó
var,sfg3eþ,vera
brátt,aa,brátt
komist,sþmhen,komistur
að,aþ,að
þeirri,faveþ,sá
niðurstöðu,nveþ,niðurstaða
",",",",","
að,c,að
þetta,fahen,þessi
yrði,svg3eþ,verða
best,aae,vel
gert,sþghen,gera
í,aþ,í
formi,nheþ,form
aukinnar,lveesf,aukinn
landgræðslu,nvee,landgræðsla
og,c,og
gróðurverndar,nvee,gróðurvernd
.,.,.
,,
Svo,aa,svo
vel,aa,vel
hagaði,sfg3eþ,haga
til,ae,til
",",",",","
að,c,að
Halldór,nken-s,Halldór
E.,nken-s,E.
Sigurðsson,nken-s,Sigurðsson
landbrh.,lkensf,landbrh.
hafði,sfg3eþ,hafa
30.,ta,30.
nóv.,lheþsf,nóv.
1971,ta,1971
skipað,ssg,skipa
nefnd,sþgven,nefna
undir,aþ,undir
forustu,nveþ,forusta
Eysteins,nkee-s,Eysteinn
Jónssonar,nkee-s,Jónsson
",",",",","
fyrrum,aa,fyrrum
ráðherra,nken,ráðherra
",",",",","
til,ae,til
að,cn,að
gera,sng,gera
heildaráætlun,nveo,heildaráætlun
um,ao,um
alhliða,lveoof,alhliða
landgræðslu,nveo,landgræðsla
",",",",","
og,c,og
skyldi,svg3eþ,skulu
miða,sng,miða
við,aa,við
",",",",","
eins,aa,eins
og,c,og
segir,sfg3en,segja
í,aþ,í
skipunarbréfi,nheþ,skipunarbréf
nefndarinnar,nveeg,nefnd
",",",",","
„,nkeo,„ur
að,c,að
hægt,lhensf,hægur
væri,svg3eþ,vera
að,cn,að
minnast,snm,minna
11,ta,11
alda,nven,alda
byggðar,nvee,byggð
á,aþ,á
landinu,nheþg,land
með,aþ,með
heildarátaki,nheþ,heildarátak
um,ao,um
landgræðslu,nveo,landgræðsla
