Word,Tag,Lemma
þegar,c,þegar
þetta,fahen,þessi
mál,nhen,mál
var,sfg3eþ,vera
til,ae,til
umræðu,nvee,umræða
að,c,að
hv.,nkeþ,hv.
1.,ta,1.
þm.,lheþsf,þm.
,,
Vestf.,nken,Vestf.
var,sfg3eþ,vera
á,aþ,á
sama,fbheþ,sami
máli,nheþ,mál
og,c,og
ég,fp1en,ég
",",",",","
þótt,c,þótt
hann,fpken,hann
sjái,svg3en,sjá
nú,aa,nú
ekkert,foheo,enginn
annað,foheo,annar
en,c,en
erfiðleika,nkfe,erfiðleiki
í,aþ,í
þessu,faheþ,þessi
máli,nheþ,mál
.,.,.
,,
Hvaða,fsvfo,hvaða
lausnir,nvfo,lausn
hef,sfg1en,hafa
ég,fp1en,ég
nákvæmlega,aa,nákvæmlega
?,?,?
,,
Ég,fp1en,ég
hef,sfg1en,hafa
talað,ssg,tala
fyrir,aþ,fyrir
því,fpheþ,það
að,c,að
við,fp1fn,ég
komum,sfg1fþ,koma
hér,aa,hér
á,ao,á
eins,tfkee,einn
konar,nkee,konar
fylkjafyrirkomulagi,nheþ,fylkjafyrirkomulag
",",",",","
nýju,lheþsf,nýr
stjórnsýslustigi,nheþ,stjórnsýslustig
sem,ct,sem
kosið,sþghen,kjósa
væri,svg3eþ,vera
lýðræðislega,lhensf,lýðræðislegur
til,aa,til
.,.,.
,,
Um,ao,um
fyrirkomulagið,nheog,fyrirkomulag
þyrfti,svg3eþ,þurfa
að,aþ,að
sjálfsögðu,lheþsf,sjálfsagður
að,cn,að
ræða,sng,ræða
nánar,aam,náið
og,c,og
undirbúa,sng,undirbúa
mjög,aa,mjög
rækilega,aa,rækilega
.,.,.
,,
Það,fphen,það
væri,svg3eþ,vera
óráðlegt,lhensf,óráðlegur
að,cn,að
ráðast,snm,ráða
í,ao,í
hráar,lvfosf,hrár
breytingar,nvfo,breyting
hvað,fshen,hver
þetta,fahen,þessi
snertir,sfg3en,snerta
.,.,.
,,
Við,fp1fn,ég
búum,sfg1fn,búa
hins,fakee,hinn
vegar,nkee,vegur
ekki,aa,ekki
við,ao,við
neitt,foheo,neinn
hættuástand,nheo,hættuástand
.,.,.
,,
Við,fp1fn,ég
getum,sfg1fn,geta
gefið,ssg,gefa
okkur,fp1fo,ég
nokkra,fokfo,nokkur
mánuði,nkfo,mánuður
",",",",","
nokkur,fohfo,nokkur
missiri,nhfo,missiri
og,c,og
nokkur,fohfo,nokkur
ár,nhfo,ár
til,ae,til
þess,fphee,það
að,cn,að
ráðast,snm,ráða
í,ao,í
vandaðar,lvfosf,vandaður
breytingar,nvfo,breyting
á,aþ,á
stjórnkerfinu,nheþg,stjórnkerfi
og,c,og
hinu,gheþ,hinn
pólitíska,lheþvf,pólitískur
kerfi,nheþ,kerfi
í,aþ,í
landinu,nheþg,land
.,.,.
,,
Ég,fp1en,ég
legg,sfg1en,leggja
það,fpheo,það
til,aa,til
í,ao,í
stað,nkeo,staður
þess,fphee,það
að,cn,að
gera,sng,gera
breytingar,nvfo,breyting
sem,ct,sem
svo,aa,svo
ágætlega,aa,ágætlega
var,sfg1eþ,vera
lýst,sþghen,lýsa
hér,aa,hér
áðan,aa,áðan
sem,c,sem
breytingum,nvfþ,breyting
sem,ct,sem
allir,fokfn,allur
væru,svg3fþ,vera
jafnóánægðir,lkfnsf,jafnóánægður
með,aa,með
.,.,.
,,
Aldursforseti,nken,aldursforseti
(,(,(
Halldór,nken-s,Halldór
Ásgrímsson,nken-s,Ásgrímsson
),),)
:,:,:
Eins,aa,eins
og,c,og
fram,aa,fram
kom,sfg3eþ,koma
í,aþ,í
áliti,nheþ,álit
kjörbréfanefndar,nvee,kjörbréfanefnd
leggur,sfg3en,leggja
kjörbréfanefnd,nven,kjörbréfanefnd
einróma,aa,einróma
til,aa,til
í,ao,í
skriflegri,lveovm,skriflegur
tillögu,nveo,tillaga
",",",",","
sem,ct,sem
ég,fp1en,ég
vænti,sfg1en,vænta
að,c,að
hv.,lheþsf,hv.
þm.,lheþsf,þm.
hafi,svg1en,hafa
nú,aa,nú
fyrir,ao,fyrir
framan,aa,framan
sig,fpveo,sig
",",",",","
að,c,að
þau,fahfn,það
kjörbréf,nhfn,kjörbréf
sem,ct,sem
nefndin,nveng,nefnd
hefur,sfg3en,hafa
samræmt,ssg,samræma
og,c,og
prófað,ssg,prófa
verði,svg3fn,verða
samþykkt,sþghfn,samþykkja
og,c,og
kosning,nven,kosning
og,c,og
kjörgengi,lkenvf,kjörgengur
þingmanna,nkfe,þingmaður
og,c,og
jafnmargra,lkfesf,jafnmargur
varamanna,nkfeg,varamur
verði,svg3en,verða
tekin,sþgven,taka
gild,lvensf,gildur
.,.,.
,,
Tillaga,nven,tillaga
þessi,faven,þessi
verður,sfg3en,verða
borin,sþgven,bera
upp,aa,upp
í,aþ,í
einu,tfheþ,einn
lagi,nheþ,lag
og,c,og
skoðast,sfm3en,skoða
samþykkt,nven,samþykkt
ef,c,ef
enginn,foken,enginn
hreyfir,sfg3en,hreyfa
andmælum,nkfþ,andmælir
.,.,.
,,
Þuríður,nven-s,Þuríður
Backman,nkeþ-s,Backman
:,:,:
Hæstv.,nken-s,Hæstv.
forseti,nken,forseti
.,.,.
,,
Fyrir,aa,fyrir
liggur,sfg3en,liggja
að,c,að
nú,aa,nú
þegar,c,þegar
hafa,sfg3fn,hafa
fjölmargir,lkfnsf,fjölmargur
grunnskólakennarar,nkfn,grunnskólakennari
sagt,ssg,segja
upp,aa,upp
störfum,nhfþ,starf
og,c,og
margir,lkfnsf,margur
eru,sfg3fn,vera
að,cn,að
íhuga,sng,íhuga
uppsagnir,nvfo,uppsögn
.,.,.
,,
Laun,nhfn,laun
og,c,og
kjör,nhfn,kjör
kennara,nkee,kennari
er,sfg3en,vera
ástæða,nven,ástæða
þessara,favfe,þessi
uppsagna,nvfe,uppsögn
.,.,.
,,
Þó,aa,þó
að,c,að
nú,aa,nú
sé,svg3en,vera
hásumar,nhen,hásumar
þá,aa,þá
líður,sfg3en,líða
tíminn,nkeng,tími
hratt,aa,hratt
og,c,og
fyrr,aam,fyrr
en,c,en
varir,nvfn,vör
verður,sfg3en,verða
komið,sþghen,koma
haust,nhen,haust
og,c,og
fyrirsjáanlegt,lhensf,fyrirsjáanlegur
er,sfg3en,vera
að,aþ,að
skólahaldi,nheþ,skólahald
í,aþ,í
mörgum,lkfþsf,margur
grunnskólum,nkfþ,grunnskóli
er,sfg3en,vera
stefnt,sþghen,stefna
í,ao,í
hættu,nveo,hætta
.,.,.
,,
Því,faheþ,það
beini,nheþ,bein
ég,fp1en,ég
þeirri,faveþ,sá
fyrirspurn,nveþ,fyrirspurn
til,aa,til
hæstv.,lheþsf,hæstv.
menntmrh.,lheþsf,menntmrh.
:,:,:
Hvernig,aa,hvernig
hyggst,sfm3en,hyggja
ráðherra,nken,ráðherra
bregðast,snm,bregða
við,aþ,við
þeirri,faveþ,sá
stöðu,nveþ,staða
sem,ct,sem
blasir,sfg3en,blasa
við,aa,við
skólahaldi,nheþ,skólahald
í,aþ,í
grunnskólum,nkfþ,grunnskóli
landsins,nheeg,land
næsta,lkeove,næstur
vetur,nkeo,vetur
ef,c,ef
uppsagnir,nvfn,uppsögn
kennara,nkfe,kennari
standa,sng,standa
þá,aa,þá
?,?,?
,,
Össur,nken-s,Össur
Skarphéðinsson,nken-s,Skarphéðinsson
(,(,(
andsvar,nhen,andsvar
),),)
:,:,:
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Hvað,fshen,hver
var,sfg3eþ,vera
það,fahen,það
sem,ct,sem
hæstv.,sþgven,hæstv.
umhvrh.,lheþsf,umhvrh.
var,sfg3eþ,vera
að,cn,að
segja,sng,segja
?,?,?
,,
Að,c,að
ríkisstjórnin,nveng,ríkisstjórn
ætlaði,sfg3eþ,ætla
sér,fpveþ,sig
að,cn,að
virkja,sng,virkja
og,c,og
hún,fpven,hún
styddi,sfg3eþ,styða
það,fpheo,það
.,.,.
,,
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Málið,nheng,mál
snýst,sfm3en,snúa
ekki,aa,ekki
um,ao,um
það,fpheo,það
.,.,.
,,
Þessi,faven,þessi
tillaga,nven,tillaga
snýst,sfm3en,snúa
ekki,aa,ekki
um,ao,um
hvort,c,hvort
eigi,svg3en,eiga
að,cn,að
virkja,sng,virkja
eða,c,eða
ekki,aa,ekki
.,.,.
,,
Hún,fpven,hún
snýst,sfm3en,snúa
um,ao,um
það,fpheo,það
að,c,að
fólkið,nheng,fólk
í,aþ,í
landinu,nheþg,land
fái,svg3en,fá
að,cn,að
njóta,sng,njóta
lýðræðislegs,lkeesf,lýðræðislegur
réttar,nkee,réttur
síns,fekee,sinn
til,ae,til
að,cn,að
segja,sng,segja
skoðun,nveo,skoðun
sína,feveo,sinn
á,aþ,á
málinu,nheþg,mál
og,c,og
koma,sng,koma
athugasemdum,nvfþ,athugasemd
sínum,fevfþ,sinn
á,ao,á
framfæri,nheo,framfæri
við,ao,við
stjórnsýsluna,nveog,stjórnsýsla
.,.,.
,,
Hún,fpven,hún
snýst,sfm3en,snúa
um,ao,um
það,fpheo,það
að,c,að
ráðist,svm3en,ráða
verði,svg3en,verða
í,ao,í
lögformlegt,lheosf,lögformlegur
umhverfismat,nheo,umhverfismat
og,c,og
það,fphen,það
var,sfg3eþ,vera
það,fahen,það
sem,ct,sem
ég,fp1en,ég
var,sfg1eþ,vera
að,cn,að
inna,sng,inna
hæstv.,lheosf,hæstv.
umhvrh.,nheo,umhvrh.
eftir,aa,eftir
.,.,.
,,
Ég,fp1en,ég
get,sfg1en,geta
ekki,aa,ekki
skilið,ssg,skilja
hvert,foheo,hver
svar,nheo,svar
hennar,fpvee,hún
var,sfg1eþ,vera
.,.,.
,,
En,c,en
getur,sfg3en,geta
verið,ssg,vera
",",",",","
herra,nkee,herra
forseti,nken,forseti
",",",",","
að,c,að
hún,fpven,hún
ætli,svg3en,ætla
að,cn,að
lýsa,sng,lýsa
því,fpheþ,það
yfir,aa,yfir
að,c,að
hún,fpven,hún
ætli,svg3en,ætla
jafnvel,aa,jafnvel
að,cn,að
ganga,sng,ganga
lengra,aam,langt
en,c,en
hæstv.,lkfnvm,hæstv.
iðnrh.,nkfn,iðnrh.
hefur,sfg3en,hafa
gert,ssg,gera
og,c,og
lýsa,sfg3fn,lýsa
því,fpheþ,það
yfir,ao,yfir
skýrt,lheosf,skýr
og,c,og
skorinort,nheo,skorinort
að,c,að
hún,fpven,hún
sé,svg3en,vera
á,aa,á
móti,aþ,móti
því,fpheþ,það
að,c,að
farið,sþghen,fara
verði,svg3en,verða
í,ao,í
lögformlegt,lheosf,lögformlegur
umhverfismat,nheo,umhverfismat
?,?,?
,,
Hæstv.,nhen,Hæstv.
iðnrh.,lheþsf,iðnrh.
talaði,sfg3eþ,tala
þannig,aa,þannig
fyrir,ao,fyrir
síðustu,lhfove,síðari
jól,nhfo,jól
að,c,að
til,ae,til
greina,nvfe,grein
gæti,svg3eþ,geta
komið,ssg,koma
að,c,að
virkjunin,nveng,virkjun
yrði,svg3eþ,verða
sett,sþgven,setja
í,ao,í
lögformlegt,lheosf,lögformlegur
umhverfismat,nheo,umhverfismat
og,c,og
þá,aa,þá
væru,svg3fþ,vera
í,aþ,í
gangi,nkeþ,gangur
rannsóknir,nvfn,rannsókn
sem,ct,sem
mundu,svg3fþ,munu
nýtast,snm,nýta
að,aþ,að
fullu,lheþsf,fullur
varðandi,slg,varða
það,fpheo,það
.,.,.
,,
Orð,nhen,orð
hans,fpkee,hann
í,aþ,í
nóvember,nkeþ,nóvember
eða,c,eða
desember,nkeþ,desember
sl.,lkeþsf,sl.
var,sfg3eþ,vera
ekki,aa,ekki
hægt,lhensf,hægur
að,cn,að
skilja,sng,skilja
á,ao,á
annan,fokeo,annar
hátt,nkeo,háttur
.,.,.
,,
Ég,fp1en,ég
spyr,sfg1en,spyrja
",",",",","
herra,nkee,herra
forseti,nken,forseti
:,:,:
Hver,fsven,hver
er,sfg3en,vera
afstaða,nven,afstaða
hæstv.,lkensf,hæstv.
umhvrh.,nken,umhvrh.
til,aa,til
að,c,að
Fljótsdalsvirkjun,nven-s,Fljótsdalsvirkjun
fari,svg3en,fara
í,ao,í
lögformlegt,lheosf,lögformlegur
umhverfismat,nheo,umhverfismat
?,?,?
,,
Getur,sfg3en,geta
verið,ssg,vera
að,c,að
yngsti,lkenvf,ungur
ráðherrann,nkeng,ráðherra
",",",",","
sá,faken,sá
sem,ct,sem
margir,lkfnsf,margur
hafa,sng,hafa
bundið,ssg,binda
mestar,lvfose,mikill
vonir,nvfo,von
við,aa,við
að,c,að
hefði,svg3eþ,hafa
kjark,nkeo,kjarkur
og,c,og
dirfsku,nveo,dirfska
til,ae,til
að,cn,að
taka,sng,taka
sínar,fevfo,sinn
eigin,lvfoof,eiginn
ákvarðanir,nvfo,ákvörðun
í,aþ,í
erfiðum,lhfþsf,erfiður
málum,nhfþ,mál
eins,aa,eins
og,c,og
þessu,faheþ,þessi
",",",",","
ætli,svg3en,ætla
að,cn,að
láta,sng,láta
það,fpheo,það
verða,sng,verða
sinn,fekeo,sinn
fyrsta,lvenve,fyrr
gerning,nven,gerning
sem,ct,sem
umhvrh.,sþgven,umhvrh.
að,cn,að
fótumtroða,sng,fótumtroða
vilja,nkee,vilji
fólksins,nheeg,fólk
?,?,?
,,
Ég,fp1en,ég
trúi,sfg1en,trúa
því,fpheþ,það
ekki,aa,ekki
",",",",","
herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Getur,sfg3en,geta
verið,ssg,vera
að,c,að
það,fphen,það
sé,svg3en,vera
fórnarkostnaður,nken,fórnarkostnaður
sem,ct,sem
þurfti,sfg3eþ,þurfa
að,cn,að
greiða,sng,greiða
fyrir,ao,fyrir
stólinn,nkeog,stóll
?,?,?
,,
Utanríkisráðherra,nken,utanríkisráðherra
(,(,(
Halldór,nken-s,Halldór
Ásgrímsson,nken-s,Ásgrímsson
),),)
(,(,(
andsvar,nhen,andsvar
),),)
:,:,:
Herra,nkee,herra
forseti,nken,forseti
.,.,.
,,
Það,fphen,það
hefur,sfg3en,hafa
verið,ssg,vera
reynt,sþghen,reyna
að,c,að
blanda,nven,blanda
þessum,fahfþ,þessi
málum,nhfþ,mál
sem,ct,sem
minnst,sþmhen,minna
saman,aa,saman
",",",",","
þ.e.,as,þ.e.
málefninu,nheþg,málefni
um,ao,um
norsk-íslenska,nven,norsk-íslenska
síldarstofninn,nkeng,síldarstofn
",",",",","
karfann,nkeog,karfi
á,aþ,á
Reykjaneshrygg,nkeþ-s,Reykjaneshryggur
og,c,og
veiðar,nvfo,veiði
í,aþ,í
Barentshafi,nheþ-s,Barentshaf
.,.,.
,,
Þetta,fahen,þessi
eru,sfg3fn,vera
afar,aa,afar
flókin,lhfnsf,flókinn
mál,nhfn,mál
öll,fohfn,allur
og,c,og
það,fphen,það
hefði,svg3eþ,hafa
reynst,ssm,reyna
algjörlega,aa,algjörlega
ógerningur,nken,ógerningur
að,aþ,að
mínu,feheþ,minn
mati,nheþ,mat
að,cn,að
leysa,sng,leysa
þessi,fahfo,þessi
mál,nhfo,mál
ef,c,ef
við,fp1fn,ég
hefðum,svg1fþ,hafa
blandað,ssg,blanda
þeim,fphfþ,það
öllum,fohfþ,allur
í,ao,í
einn,tfkeo,einn
pott,nkeo,pottur
.,.,.
,,
Það,fpheo,það
gerir,sfg3en,gera
það,fphen,það
hins,fakee,hinn
vegar,nkee,vegur
ekki,aa,ekki
að,aþ,að
verkum,nhfþ,verk
að,c,að
ekki,aa,ekki
sé,svg3en,vera
hægt,lhensf,hægur
að,cn,að
vinna,sng,vinna
úr,aþ,úr
því,fpheþ,það
á,aþ,á
síðari,lkfþvm,síðari
stigum,nkfþ,stigi
og,c,og
auðvitað,aa,auðvitað
er,sfg3en,vera
vel,aa,vel
hægt,lhensf,hægur
á,aþ,á
síðari,lkfþvm,síðari
stigum,nkfþ,stigi
að,cn,að
skipta,sng,skipta
á,aþ,á
aflaheimildum,nvfþ,aflaheimild
í,aþ,í
Barentshafi,nheþ-s,Barentshaf
og,c,og
Reykjaneshrygg,nkeþ-s,Reykjaneshryggur
",",",",","
í,aþ,í
síld,nveþ,síld
eða,c,eða
öðru,foheþ,annar
slíku,fbheþ,slíkur
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
ekkert,fohen,enginn
sem,ct,sem
útilokar,sfg3en,útiloka
það,fpheo,það
.,.,.
,,
Við,aa,við
höfum,sfg1fn,hafa
hins,fakee,hinn
vegar,nkee,vegur
talið,ssg,telja
mjög,aa,mjög
mikilvægt,lheosf,mikilvægur
að,cn,að
fá,sng,fá
heimildir,nvfo,heimild
til,ae,til
veiða,sng,veiða
í,aa,í
Barentshafi,nheþ-s,Barentshaf
m.a.,as,m.a.
til,ae,til
þess,fphee,það
að,cn,að
ná,sng,ná
þar,aa,þar
samstarfsmöguleikum,nkfþ,samstarfsmöguleiki
við,ao,við
Rússa,nkfe-s,Rússi
eins,aa,eins
og,c,og
hv.,lheþsf,hv.
þm.,lheþsf,þm.
benti,sfg3eþ,benda
réttilega,aa,réttilega
á,aa,á
.,.,.
,,
Þar,aa,þar
eru,sfg3fn,vera
mjög,aa,mjög
miklir,lkfnsf,mikill
möguleikar,nkfn,möguleiki
sem,ct,sem
við,fp1fn,ég
munum,sfg1fn,munu
leggja,sng,leggja
mikla,lveosf,mikill
áherslu,nveo,áhersla
á,ao,á
að,cn,að
nýta,sng,nýta
okkur,fp1fo,ég
.,.,.
,,
Við,fp1fn,ég
munum,sfg1fn,munu
á,aþ,á
næstunni,nveþg,næsta
leggja,sng,leggja
á,ao,á
það,fpheo,það
áherslu,nveo,áhersla
að,cn,að
undirrita,sng,undirrita
og,c,og
fullgera,lveosf,fullger
sjávarútvegssamning,nveo,sjávarútvegssamning
milli,ae,milli
Rússlands,nhee-s,Rússland
og,c,og
Íslands,nhee-s,Ísland
sem,ct,sem
er,sfg3en,vera
búinn,lkensf,búinn
að,cn,að
vera,sng,vera
nánast,aae,náið
tilbúinn,lkensf,tilbúinn
alllengi,aa,alllengi
og,c,og
opna,lkfosf,opinn
nýja,lkfosf,nýr
möguleika,nkfo,möguleiki
í,aþ,í
samskiptum,nhfþ,samskipti
við,ao,við
Rússland,nheo-s,Rússland
.,.,.
,,
Það,fphen,það
er,sfg3en,vera
alveg,aa,alveg
ljóst,lhensf,ljós
að,c,að
þessi,fahfn,þessi
deila,sfg3fn,deila
hefur,sfg3en,hafa
staðið,ssg,standa
í,aþ,í
vegi,nkeþ,vegur
fyrir,aþ,fyrir
þeim,fahfþ,það
samskiptum,nhfþ,samskipti
og,c,og
er,sfg3en,vera
e.t.v.,as,e.t.v.
stærsta,lhenve,stór
atriðið,nheng,atriði
í,aþ,í
þessu,faheþ,þessi
samkomulagi,nheþ,samkomulag
til,ae,til
lengri,lkeevm,langur
tíma,nkee,tími
litið,sþghen,líta
.,.,.
,,
Þó,aa,þó
að,c,að
hér,aa,hér
hefði,svg3eþ,hafa
vissulega,aa,vissulega
verið,ssg,vera
gott,lhensf,góður
að,cn,að
fá,sng,fá
meiri,lvfovm,mikill
veiðiheimildir,nvfo,veiðiheimild
þá,aa,þá
tel,sfg1en,telja
ég,fp1en,ég
að,aþ,að
helsta,lheþve,heldri
verðmæti,nheþ,verðmæti
þessa,fakee,þessi
samnings,nkee,samningur
felist,svm3en,fela
í,aþ,í
samstarfsmöguleikum,nkfþ,samstarfsmöguleiki
þjóðanna,nvfeg,þjóð
inn,aa,inn
í,aþ,í
lengri,lveþvm,langur
framtíð,nveþ,framtíð
.,.,.
,,
Þar,aa,þar
opnast,snm,opna
m.a.,as,m.a.
möguleikar,nkfn,möguleiki
á,aþ,á
því,faheþ,það
sem,ct,sem
hv.,lheþsf,hv.
þm.,lheþsf,þm.
benti,sfg3eþ,benda
á,ao,á
",",",",","
að,c,að
menn,nkfn,maður
deili,nhfo,deili
hlutunum,nkfþg,hlutur
öðruvísi,aa,öðruvísi
á,aa,á
milli,ae,milli
sín,fpkfe,sig
",",",",","
m.a.,as,m.a.
með,aþ,með
tilliti,nheþ,tillit
til,ae,til
þeirra,fahfe,það
sjónarmiða,nhfe,sjónarmið
sem,ct,sem
hann,fpken,hann
setti,sfg3eþ,setja
hér,aa,hér
fram,aa,fram
.,.,.
,,
Guðjón,nken-s,Guðjón
A.,nkee-s,A.
Kristjánsson,nken-s,Kristjánsson
:,:,:
Hæstv.,nken-s,Hæstv.
forseti,nken,forseti
.,.,.
,,
Hér,aa,hér
erum,sfg1fn,vera
við,fp1fn,ég
að,cn,að
ræða,sng,ræða
mál,nheo,mál
sem,ct,sem
mér,fp1eþ,ég
finnst,sfm3en,finna
nokkurt,fohen,nokkur
nýmæli,nhen,nýmæli
og,c,og
rétt,lhensf,réttur
að,cn,að
vekja,sng,vekja
athygli,nveo,athygli
á,aþ,á
því,fpheþ,það
.,.,.
,,
Við,fp1fn,ég
erum,sfg1fn,vera
að,cn,að
ræða,sng,ræða
þríhliða,nvfe,þríhlið
samning,nkeo,samningur
milli,ae,milli
Íslands,nhee-s,Ísland
",",",",","
Noregs,nkee-s,Noregur
og,c,og
Rússlands,nhee-s,Rússland
sem,ct,sem
byggir,svg2eþ,búa
á,aþ,á
því,fpheþ,það
að,c,að
við,fp1fn,ég
hættum,sfg1fn,hætta
veiðum,nvfþ,veiði
á,ao,á
alþjóðlegu,lhfovf,alþjóðlegur
hafsvæði,nhfo,hafsvæði
",",",",","
hættum,nvfþ,hætta
þeim,favfþ,hún
veiðum,nvfþ,veiði
sem,ct,sem
við,fp1fn,ég
höfum,sfg1fn,hafa
haldið,ssg,halda
uppi,aa,uppi
á,aþ,á
þessu,faheþ,þessi
alþjóðlega,lheþvf,alþjóðlegur
hafsvæði,nheþ,hafsvæði
.,.,.
,,
Það,fphen,það
hefur,sfg3en,hafa
m.a.,as,m.a.
verið,ssg,vera
ein,tfven,einn
af,aþ,af
þeim,favfþ,hún
röksemdum,nvfþ,röksemd
sem,ct,sem
við,aa,við
höfum,sfg1fn,hafa
haldið,ssg,halda
fram,aa,fram
",",",",","
um,ao,um
að,c,að
okkur,fp1fo,ég
væri,svg3eþ,vera
algjörlega,aa,algjörlega
heimilt,lhensf,heimill
að,cn,að
vera,sng,vera
í,aþ,í
Smugunni,nveþgs,Smugan
og,c,og
færa,sng,færa
þær,favfo,hún
veiðar,nvfo,veiði
inn,aa,inn
í,aþ,í
lögsögu,nveþ,lögsaga
ríkjanna,nhfeg,ríki
Noregs,nkee-s,Noregur
og,c,og
Rússlands,nhee-s,Rússland
.,.,.
,,
Þeir,fpkfn,hann
aðrir,fokfn,annar
samningar,nkfn,samningur
sem,ct,sem
Ísland,nhen-s,Ísland
hefur,sfg3en,hafa
gert,ssg,gera
um,ao,um
veiðiheimildir,nvfo,veiðiheimild
utan,ae,utan
lögsögu,nvee,lögsaga
eru,sfg3fn,vera
ekki,aa,ekki
svona,aa,svona
til,aa,til
komnir,sþgkfn,koma
.,.,.
,,
Í,aþ,í
engum,fokeþ,enginn
öðrum,fokeþ,annar
samningi,nkeþ,samningur
höfum,sfg1fn,hafa
við,fp1fn,ég
afsalað,ssg,afsala
okkur,fp1fþ,ég
veiðum,nvfþ,veiði
á,aþ,á
alþjóðlegu,lheþsf,alþjóðlegur
hafsvæði,nheþ,hafsvæði
á,aþ,á
tilteknum,lvfþsf,tiltekinn
tegundum,nvfþ,tegund
",",",",","
farið,ssg,fara
með,ao,með
það,fpheo,það
inn,aa,inn
í,aþ,í
lögsögu,nveþ,lögsaga
viðkomandi,lhfeof,viðkomandi
ríkja,nhfe,ríki
og,c,og
síðan,aa,síðan
lýst,sþghen,lýsa
því,fpheþ,það
yfir,aa,yfir
að,c,að
við,fp1fn,ég
munum,sfg1fn,munu
gera,sng,gera
allt,foheo,allur
sem,ct,sem
við,fp1fn,ég
getum,sfg1fn,geta
til,ae,til
að,cn,að
veiða,sng,veiða
ekki,aa,ekki
á,aþ,á
alþjóðlegu,lheþsf,alþjóðlegur
hafsvæði,nheþ,hafsvæði
.,.,.
,,
Í,aþ,í
því,faheþ,það
sambandi,nheþ,samband
mætti,svg3eþ,mega
velta,sng,velta
fyrir,aþ,fyrir
sér,fpheþ,sig
hvort,c,hvort
sú,faven,sá
staða,nven,staða
gæti,svg3eþ,geta
komið,ssg,koma
upp,aa,upp
að,aþ,að
Norðmenn,nkfn-s,Norðmaður
sæktust,svm3fþ,sækja
eftir,aþ,eftir
því,fpheþ,það
að,cn,að
ná,sng,ná
samningi,nkeþ,samningur
um,ao,um
veiðar,nvfo,veiði
sínar,fevfo,sinn
á,aþ,á
Reykjaneshrygg,nkeþ-s,Reykjaneshryggur
og,c,og
vildu,sfg3fþ,vilja
gera,sng,gera
samkomulag,nheo,samkomulag
um,ao,um
að,cn,að
færa,sng,færa
þær,fpvfo,hún
inn,aa,inn
fyrir,ao,fyrir
lögsögu,nveo,lögsaga
hjá,aþ,hjá
okkur,fp1fþ,ég
.,.,.
,,
Þeir,fpkfn,hann
eru,sfg3fn,vera
þar,aa,þar
að,cn,að
veiða,sng,veiða
á,aþ,á
alþjóðlegu,lheþsf,alþjóðlegur
hafsvæði,nheþ,hafsvæði
",",",",","
úr,aþ,úr
stofnum,nkfþ,stofn
sem,ct,sem
eru,sfg3fn,vera
bæði,fohfn,báðir
innan,aa,innan
og,c,og
utan,ae,utan
lögsögu,nvee,lögsaga
Íslands,nhee-s,Ísland
.,.,.
,,
Það,faheo,það
sem,ct,sem
við,fp1fn,ég
stöndum,sfg1fn,standa
frammi,aa,frammi
fyrir,aa,fyrir
er,sfg3en,vera
samningur,nken,samningur
um,ao,um
veiðar,nvfo,veiði
sem,ct,sem
er,sfg3en,vera
mjög,aa,mjög
frábrugðinn,lkensf,frábrugðinn
þeim,fakeþ,sá
öðrum,fokfþ,annar
samningum,nkfþ,samningur
sem,ct,sem
við,fp1fn,ég
höfum,sfg1fn,hafa
gert,ssg,gera
þar,aa,þar
sem,c,sem
hann,fpken,hann
er,sfg3en,vera
byggður,sþgken,byggja
á,aþ,á
alveg,aa,alveg
nýjum,lvfþsf,nýr
prinsippaðferðum,nvfþ,prinsippaðferð
.,.,.
,,
Aðrir,fokfn,annar
samningar,nkfn,samningur
sem,ct,sem
við,aa,við
höfum,sfg1fn,hafa
gert,ssg,gera
eru,sfg3fn,vera
t.d.,as,t.d.
samningurinn,nkeng,samningur
um,ao,um
veiðar,nvfo,veiði
á,aþ,á
rækju,svg3fþ,reka
á,aþ,á
Flæmingjagrunni,nveþ-s,Flæmingjagrunn
og,c,og
samningurinn,nkeng,samningur
um,ao,um
veiðar,nvfo,veiði
á,aþ,á
Reykjaneshrygg,nkeþ-s,Reykjaneshryggur
",",",",","
sem,ct,sem
er,sfg3en,vera
um,ao,um
veiðar,nvfo,veiði
á,aþ,á
aðlægum,lkeþsf,aðlægur
stofni,nkeþ,stofn
",",",",","
þ.e.,as,þ.e.
stofni,nkeþ,stofn
sem,ct,sem
er,sfg3en,vera
bæði,c,bæði
innan,aa,innan
og,c,og
utan,ae,utan
okkar,fp1fe,ég
lögsögu,nvee,lögsaga
.,.,.
,,
Jafnframt,aa,jafnframt
gerðum,sfg1fþ,gera
við,ao,við
síldveiðisamninginn,nkeog,síldveiðisamningur
við,ao,við
Norðmenn,nkfo-s,Norðmaður
",",",",","
Rússa,nkfe-s,Rússi
",",",",","
Færeyinga,nkfe-s,Færeyingur
og,c,og
Efnahagsbandalagið,nhengs,Efnahagsbandalagið
",",",",","
um,ao,um
stofn,nkeo,stofn
sem,ct,sem
bæði,c,bæði
er,sfg3en,vera
innan,aa,innan
og,c,og
utan,ae,utan
okkar,fp1fe,ég
