Word,Tag,Lemma
.,.,.
,,
Menn,nkfn,maður
tileinka,sfg3fn,tileinka
sér,fpkfþ,sig
enn,aa,enn
það,fahen,það
meiningarlitla,lhenvf,meiningarlítill
karp,nhen,karp
sem,ct,sem
að,aþ,að
mestu,lheþse,mikill
fer,sfg3en,fara
fyrir,aþ,fyrir
ofan,aa,ofan
garð,nkeo,garður
og,c,og
neðan,aa,neðan
hjá,aþ,hjá
öllum,fokeþ,allur
almenningi,nkeþ,almenningur
.,.,.
,,
Það,fphen,það
skiptir,sfg3en,skipta
ekki,aa,ekki
máli,nheþ,mál
hversu,aa,hversu
lengi,aa,lengi
slíkar,fbvfn,slíkur
umr.,nven,umr.
standa,sng,standa
.,.,.
,,
Þær,fpvfn,hún
hafa,sfg3fn,hafa
raunar,aa,raunar
staðið,ssg,standa
nær,aam,nær
óslitið,lheosf,óslitinn
í,aþ,í
fjölmiðlum,nkfþ,fjölmiðill
og,c,og
á,aþ,á
þingfundum,nkfþ,þingfundur
um,ao,um
áraraðir,nvfo,áraraðir
og,c,og
þjóðin,nveng,þjóð
verður,sfg3en,verða
aldrei,aa,aldrei
neinu,foheþ,neinn
nær,aam,nær
.,.,.
,,
Ég,fp1en,ég
ætla,sfg1en,ætla
því,fpheþ,það
að,cn,að
leiða,sng,leiða
slíkan,fbkeo,slíkur
málflutning,nkeo,málflutningur
hjá,aþ,hjá
mér,fp1eþ,ég
",",",",","
karpið,lhensf,karpinn
",",",",","
andsvörin,nhfng,andsvar
og,c,og
hinar,gvfn,hinn
persónulegu,lvfnvf,persónulegur
dylgjur,nvfn,dylgja
og,c,og
ásakanir,nvfn,ásökun
um,ao,um
óheilindi,nheþ,óheilindi
og,c,og
illar,lvfosf,illur
hvatir,nvfo,hvöt
.,.,.
,,
Menn,nkfn,maður
úr,aþ,úr
ólíkum,lkfþsf,ólíkur
stjórnmálaflokkum,nkfþ,stjórnmálaflokkur
hafa,sfg3fn,hafa
ávallt,aa,ávallt
þurft,ssg,þurfa
að,cn,að
vinna,sng,vinna
meira,lheovm,mikill
og,c,og
minna,lheovm,lítill
saman,aa,saman
og,c,og
svo,aa,svo
mun,sfg3en,munu
enn,aa,enn
verða,sng,verða
.,.,.
,,
Brigsl,nhfn,brigsl
um,ao,um
svik,nhfo,svik
",",",",","
um,ao,um
að,cn,að
vilja,sng,vilja
svipta,sfg3fn,svipta
fólk,nhfn,fólk
atvinnunni,nveþg,atvinna
",",",",","
matbjörginni,nveþg,matbjörg
",",",",","
eða,c,eða
jafnvel,aa,jafnvel
ásakanir,nvfng,ásökun
um,ao,um
landráð,nhfo,landráð
",",",",","
eins,aa,eins
og,c,og
t.d.,as,t.d.
hafa,sfg3fn,hafa
verið,ssg,vera
bornar,sþgvfn,bera
á,ao,á
okkur,fp1fo,ég
Alþfl.-menn,nkfo-s,Alþfl.-maður
",",",",","
breyta,sfg3fn,breyta
engu,foheþ,enginn
um,ao,um
að,c,að
átök,nhfn,átök
stjórnmála,nhfe,stjórnmál
eru,sfg3fn,vera
um,ao,um
markmið,nhfo,markmið
og,c,og
leiðir,sfg3en,leiða
",",",",","
en,c,en
ekki,aa,ekki
barátta,nven,barátta
myrkurs,nhee,myrkur
og,c,og
ljóss,nhee,ljós
.,.,.
,,
Enginn,foken,enginn
maður,nken,maður
bætir,sfg3en,bæta
spönn,nven,spönn
við,ao,við
hæð,nveo,hæð
sína,feveo,sinn
með,aþ,með
því,fpheþ,það
að,cn,að
svívirða,sng,svívirða
aðra,fokfo,annar
",",",",","
jafnvel,aa,jafnvel
ekki,aa,ekki
þótt,c,þótt
leiðir,nvfn,leið
manna,nkfe,maður
skilji,svg3fn,skilja
um,ao,um
sinn,nheo,sinn
vegna,ae,vegna
þess,fphee,það
að,c,að
skoðanir,nvfn,skoðun
þeirra,fpkfe,hann
fara,sfg3fn,fara
ekki,aa,ekki
saman,aa,saman
.,.,.
,,
Í,ao,í
stað,nkeo,staður
þess,fphee,það
að,cn,að
taka,sng,taka
þátt,nkeo,þáttur
í,aþ,í
slíkum,fbkeþ,slíkur
leik,nkeþ,leikur
",",",",","
þegar,c,þegar
stjórnmálamenn,nkfn,stjórnmálamaður
láta,sfg3fn,láta
skaphitann,nkeog,skaphiti
verða,sng,verða
drengskapnum,nkeþg,drengskapur
yfirsterkari,lkeþvm,yfirsterkari
",",",",","
vildi,sfg1eþ,vilja
ég,fp1en,ég
fá,sng,fá
að,cn,að
beina,sng,beina
máli,nheþ,mál
mínu,feheþ,minn
til,ae,til
landsmanna,nkfe,landsmaður
",",",",","
frá,aþ,frá
þeim,fakfþ,hann
stjórnmálamönnum,nkfþ,stjórnmálamaður
",",",",","
sem,ct,sem
hér,aa,hér
deila,sfg3fn,deila
hver,fohfn,hver
við,ao,við
annan,fokeo,annar
",",",",","
og,c,og
til,ae,til
kjósenda,nkfe,kjósandi
.,.,.
,,
Okkur,fp1fþ,ég
alþm.,sbg2en,alþm.
ber,sfg3en,bera
að,cn,að
standa,sng,standa
kjósendum,nkfþ,kjósandi
reikningsskap,nheo,reikningsskap
gerða,nvfe,gerð
okkar,fp1fe,ég
.,.,.
,,
Fyrir,aþ,fyrir
þeim,fpvfþ,hún
ber,sfg3en,bera
okkur,fp1fo,ég
að,cn,að
skýra,sng,skýra
athafnir,nvfo,athöfn
okkar,fp1fe,ég
í,aþ,í
eins,aa,eins
ljósu,lheþsf,ljós
og,c,og
einföldu,lheþsf,einfaldur
máli,nheþ,mál
og,c,og
við,fp1fn,ég
getum,sfg1fn,geta
.,.,.
,,
Hinn,gken,hinn
almenni,lkenvf,almennur
kjósandi,nken,kjósandi
spyr,sfg3en,spyrja
margs,lheesf,margur
þessa,fakfo,þessi
dagana,nkfog,dagur
:,:,:
Hvers,fshee,hver
vegna,ae,vegna
tók,sfg3eþ,taka
Alþfl.,nven-s,Alþfl.
þá,aa,þá
ákvörðun,nveo,ákvörðun
að,cn,að
hætta,sng,hætta
stjórnarsamstarfi,nheþ,stjórnarsamstarf
?,?,?
,,
Hvers,fshee,hver
vegna,ae,vegna
valdi,sfg3eþ,velja
hann,fpken,hann
þennan,fakeo,þessi
tíma,nkeo,tími
til,ae,til
þess,fphee,það
?,?,?
,,
Hvers,fshee,hver
vegna,ae,vegna
var,sfg3eþ,vera
ekki,aa,ekki
reynt,sþghen,reyna
betur,aam,vel
?,?,?
,,
Á,aþ,á
þeim,favfþ,hún
fáu,lvfþvf,fár
mínútum,nvfþ,mínúta
",",",",","
sem,ct,sem
ég,fp1en,ég
hef,sfg1en,hafa
hér,aa,hér
til,ae,til
ráðstöfunar,nvee,ráðstöfun
",",",",","
ætla,sfg1en,ætla
ég,fp1en,ég
að,cn,að
reyna,sng,reyna
að,cn,að
svara,sng,svara
þessum,favfþ,þessi
spurningum,nvfþ,spurning
.,.,.
,,
Áratugurinn,nkeng,áratugur
1970--1980,ta,1970--1980
er,sfg3en,vera
hvorki,c,hvorki
áratugur,nken,áratugur
Ólafs,nkee-s,Ólafur
Jóhannessonar,nkee-s,Jóhannesson
",",",",","
Geirs,nkee-s,Geir
Hallgrímssonar,nkee-s,Hallgrímsson
",",",",","
Lúðvíks,nkee-s,Lúðvík
Jósepssonar,nkee-s,Jósepsson
né,c,né
nokkurs,fokee,nokkur
annars,fokee,annar
manns,nkee,maður
",",",",","
hvað,fshen,hver
sem,ct,sem
hver,foken,hver
segir,sfg3en,segja
.,.,.
,,
Áratugurinn,nkeng,áratugur
1970--1980,ta,1970--1980
er,sfg3en,vera
áratugur,nken,áratugur
óðaverðbólgunnar,nveeg,óðaverðbólga
---,ta,---
tímabil,nhen,tímabil
þar,aa,þar
sem,c,sem
dýrtíðin,nveng,dýrtíð
hefur,sfg3en,hafa
grafið,ssg,grafa
undan,aþ,undan
stoðum,nvfþ,stoð
okkar,fp1fe,ég
litla,lheevf,lítill
samfélags,nhee,samfélag
",",",",","
ekki,aa,ekki
aðeins,aa,aðeins
í,aþ,í
efnahagsmálum,nhfþ,efnahagsmál
þjóðarbúsins,nheeg,þjóðarbú
í,aþ,í
heild,nveþ,heild
",",",",","
heldur,c,heldur
í,aþ,í
afkomumálum,nhfþ,afkomumál
hverrar,fsvee,hver
einustu,lveevf,einasti
fjölskyldu,nvee,fjölskylda
í,aþ,í
landinu,nheþg,land
.,.,.
,,
Vegna,ae,vegna
dýrtíðarinnar,nveeg,dýrtíð
höfum,sfg1fn,hafa
við,fp1fn,ég
dregist,ssm,draga
aftur,aa,aftur
úr,aþ,úr
nálægum,lvfþsf,nálægur
þjóðum,nvfþ,þjóð
í,aþ,í
aðbúnaði,nkeþ,aðbúnaður
og,c,og
afkomu,nveþ,afkoma
.,.,.
,,
Vegna,ae,vegna
dýrtíðarinnar,nveeg,dýrtíð
hafa,sfg3fn,hafa
félagslegar,lvfnsf,félagslegur
umbætur,nvfn,umbót
að,aþ,að
engu,foheþ,enginn
orðið,ssg,verða
í,aþ,í
höndunum,nvfþg,hönd
á,aþ,á
okkur,fp1fþ,ég
.,.,.
,,
Vegna,ae,vegna
dýrtíðarinnar,nveeg,dýrtíð
hefur,sfg3en,hafa
samkennd,nven,samkennd
og,c,og
samábyrgð,nven,samábyrgð
okkar,fp1fe,ég
fámennu,lveevf,fámennur
þjóðar,nvee,þjóð
breyst,ssm,breyta
í,ao,í
kapphlaup,nheo,kapphlaup
þar,aa,þar
sem,c,sem
hver,fsken,hver
treður,sfg3en,troða
skóinn,nkeog,skór
niður,aa,niður
af,aþ,af
þeim,fakeþ,sá
næsta,lkeþvf,næstur
.,.,.
,,
Vegna,ae,vegna
dýrtíðarinnar,nveeg,dýrtíð
hafa,sfg3fn,hafa
hvers,fokee,hver
konar,nkee,konar
óheilbrigðir,lkfnsf,óheilbrigður
samskiptahættir,nkfn,samskiptahættir
vaxið,ssg,vaxa
hröðum,lhfþsf,hraður
skrefum,nhfþ,skref
og,c,og
siðgæðismat,nhen,siðgæðismat
þjóðarinnar,nveeg,þjóð
brenglast,ssm,brengla
.,.,.
,,
Vegna,ae,vegna
dýrtíðarinnar,nveeg,dýrtíð
hefur,sfg3en,hafa
bilið,nheng,bil
stöðugt,aa,stöðugt
farið,ssg,fara
breikkandi,lhenof,breikkandi
milli,ae,milli
annars,fokee,annar
vegar,nkee,vegur
smælingjanna,nkfeg,smælingi
og,c,og
hins,fakee,hinn
vegar,nkee,vegur
forréttindahópanna,nkfeg,forréttindahópur
sem,ct,sem
geta,sfg3fn,geta
ávallt,aa,ávallt
velt,ssg,velta
byrðunum,nvfþg,byrði
af,aþ,af
sér,fpkfþ,sig
yfir,aa,yfir
á,ao,á
aðra,fokfo,annar
.,.,.
,,
Dýrtíðin,nveng,dýrtíð
er,sfg3en,vera
okkar,fp1fe,ég
höfuðandstæðingur,nken,höfuðandstæðingur
.,.,.
,,
Ef,c,ef
við,fp1fn,ég
getum,svg1fn,geta
ekki,aa,ekki
unnið,ssg,vinna
bug,nkeo,bugur
á,aþ,á
henni,fpveþ,hún
mun,sfg3en,munu
okkur,fp1fo,ég
hvergi,aa,hvergi
verða,sng,verða
neitt,fohen,neinn
ágengt,lhensf,ágengur
",",",",","
hvað,fshen,hver
sem,ct,sem
við,fp1fn,ég
reynum,sfg1fn,reyna
og,c,og
hvar,aa,hvar
sem,c,sem
við,fp1fn,ég
reynum,sfg1fn,reyna
.,.,.
,,
Í,aþ,í
síðustu,lveþve,síðari
kosningabaráttu,nveþ,kosningabarátta
börðumst,sfm1fþ,berja
við,fp1fn,ég
Alþfl.-menn,nkfn-s,Alþfl.-maður
fyrir,aþ,fyrir
því,fpheþ,það
að,c,að
byggð,sþgven,byggja
yrði,svg3eþ,verða
víglína,nven,víglína
gegn,aþ,gegn
dýrtíðinni,nveþg,dýrtíð
",",",",","
reist,sfg2eþ,rísa
girðing,nven,girðing
gegn,aþ,gegn
frekari,lveþvm,frekur
framsókn,nveþ,framsókn
hennar,fpvee,hún
.,.,.
,,
Það,faheo,það
töldum,sfg1fþ,telja
við,fp1fn,ég
vera,sng,vera
slíkt,fbhen,slíkur
meginviðfangsefni,nhen,meginviðfangsefni
að,c,að
flestöll,fohfn,flestallur
önnur,fohfn,annar
hlytu,svg3fþ,hljóta
að,cn,að
hverfa,sng,hverfa
í,ao,í
skuggann,nkeog,skuggi
.,.,.
,,
Eins,aa,eins
og,c,og
hygginn,lkensf,hygginn
bóndi,nken,bóndi
",",",",","
sem,ct,sem
hyggst,sfm3en,hyggja
verja,sng,verja
land,nheo,land
sitt,feheo,sinn
ágangi,nkeþ,ágangur
",",",",","
vissum,sfg1fþ,vita
við,fp1fn,ég
að,c,að
slík,fbven,slíkur
girðing,nven,girðing
yrði,svg3eþ,verða
ekki,aa,ekki
traust,lvensf,traustur
nema,c,nema
hún,fpven,hún
hvíldi,sfg3eþ,hvíla
á,aþ,á
mörgum,lvfþsf,margur
styrkum,lvfþsf,styrkur
stoðum,nvfþ,stoð
.,.,.
,,
Enginn,foken,enginn
bóndi,nken,bóndi
hengir,sfg3en,hengja
girðingu,nveo,girðing
sína,feveo,sinn
á,ao,á
einn,tfkeo,einn
staur,nkeo,staur
.,.,.
,,
Hann,fpken,hann
veit,sfg3en,vita
að,aa,að
þótt,c,þótt
sá,faken,sá
eini,lkenvf,einn
staur,nken,staur
kunni,sfg3eþ,kunna
að,cn,að
vera,sng,vera
sterkur,lkensf,sterkur
hangir,svg2en,hanga
girðingin,nveng,girðing
niðri,aa,niðri
og,c,og
veitir,sfg3en,veita
enga,foveo,enginn
vörn,nveo,vörn
ef,c,ef
allir,fokfn,allur
hinir,fakfn,hinn
staurarnir,nkfng,staur
liggja,sfg3fn,liggja
flatir,lkfnsf,flatur
og,c,og
enginn,foken,enginn
vill,sfg3en,vilja
reisa,sng,reisa
þá,aa,þá
við,aa,við
.,.,.
,,
Sú,faven,sá
girðing,nven,girðing
",",",",","
sem,ct,sem
við,fp1fn,ég
Alþfl.-menn,nkfn-s,Alþfl.-maður
vildum,sfg1fþ,vilja
reisa,sng,reisa
sem,c,sem
varnarlíru,nveo,varnarlíra
",",",",","
þurfti,sfg3eþ,þurfa
því,fpheþ,það
að,cn,að
byggjast,snm,byggja
á,aþ,á
samræmdri,lveþsf,samræmdur
aðhaldsstefnu,nveþ,aðhaldsstefna
í,aþ,í
ríkisfjármálum,nhfþ,ríkisfjármál
",",",",","
þ.,fphen,þ.
á,sfg3en,eiga
m.,aa,m.
í,aþ,í
skattamálum,nhfþ,skattamál
",",",",","
í,aþ,í
fjárfestingarmálum,nhfþ,fjárfestingarmál
",",",",","
á,aþ,á
aðhaldi,nheþ,aðhald
í,aþ,í
erlendum,lvfþsf,erlendur
lántökum,nvfþ,lántaka
",",",",","
á,aþ,á
aðhaldi,nheþ,aðhald
í,aþ,í
peningamálum,nhfþ,peningamál
",",",",","
á,aþ,á
raunvöxtum,nkfþ,raunvextir
",",",",","
á,aþ,á
raunverulegri,lveþsf,raunverulegur
stefnumörkun,nveþ,stefnumörkun
í,aþ,í
verðlagsmálum,nhfþ,verðlagsmál
og,c,og
launamálum,nhfþ,launamál
.,.,.
,,
Með,aþ,með
samræmdri,lveþsf,samræmdur
stefnu,nveþ,stefna
í,aþ,í
öllum,fokfþ,allur
þessum,fakfþ,þessi
málaflokkum,nkfþ,málaflokkur
gátum,sfg1fþ,geta
við,fp1fn,ég
reist,sfg2eþ,rísa
viðnám,nheo,viðnám
við,ao,við
verðbólgu,nveo,verðbólga
.,.,.
,,
Með,ao,með
einn,fokeo,einn
þáttinn,nkeog,þáttur
stjórnlausan,lkeosf,stjórnlaus
",",",",","
annan,lkeosf,annar
óafgreiddan,lkeosf,óafgreiddur
",",",",","
þann,fakeo,sá
þriðja,lkeovf,þriðji
óvísan,lkeosf,óvís
og,c,og
svo,aa,svo
koll,nkeo,kollur
af,aþ,af
kolli,nkeþ,kollur
mundi,svg3eþ,munu
haldið,ssg,halda
áfram,aa,áfram
á,aþ,á
sömu,fbveþ,sami
óheillabraut,nveþ,óheillabraut
.,.,.
,,
Í,aþ,í
samræmi,nheþ,samræmi
við,ao,við
stefnu,nveo,stefna
okkar,fp1fe,ég
lögðum,sfg1fþ,leggja
við,ao,við
þrívegis,nkee,þrívegir
fram,aa,fram
á,aþ,á
s.l.,as,s.l.
vetri,nkeþ,vetur
tillögur,nvfo,tillaga
um,ao,um
gerð,sþgven,gera
slíkrar,fbvee,slíkur
samræmdrar,lveesf,samræmdur
efnahagsstefnu,nvee,efnahagsstefna
.,.,.
,,
Það,fphen,það
gerðum,sfg1fþ,gera
við,aa,við
í,aþ,í
nóvembermánuði,nkeþ,nóvembermánuður
s.l.,as,s.l.
",",",",","
það,fphen,það
gerðum,sfg1fþ,gera
við,aa,við
í,aþ,í
desembermánuði,nkeþ,desembermánuður
s.l.,as,s.l.
og,c,og
það,fphen,það
gerðum,sfg1fþ,gera
við,aa,við
í,aþ,í
janúar,nkeþ,janúar
og,c,og
febrúarmánuði,nkeþ,febrúarmánuður
s.,nheþ,s.
l.,nhfe,l.
,,
En,c,en
eins,aa,eins
og,c,og
mönnum,nkfþ,maður
er,sfg3en,vera
í,aþ,í
fersku,lheþsf,ferskur
minni,lveþvm,lítill
höfðum,sfg1fþ,hafa
við,fp1fn,ég
ekki,aa,ekki
erindi,nheo,erindi
sem,ct,sem
erfiði,nheo,erfiði
.,.,.
,,
Ýmist,c,ýmist
fengust,sfm3fþ,fá
tillögur,nvfn,tillaga
okkar,fp1fe,ég
ekki,aa,ekki
afgreiddar,lvfnsf,afgreiddur
eða,c,eða
þeim,fpkfþ,hann
var,sfg3eþ,vera
harðlega,aa,harðlega
neitað,sþghen,neita
og,c,og
engar,fovfn,enginn
gagntillögur,nvfn,gagntillaga
komu,sfg3fþ,koma
í,ao,í
staðinn,nkeog,staður
.,.,.
,,
Þegar,c,þegar
frv.,aa,frv.
þáv.,lheþsf,þáv.
hæstv.,lheþsf,hæstv.
forsrh.,lheþsf,forsrh.
,,
Ólafs,nkee-s,Ólafur
Jóhannessonar,nkee-s,Jóhannesson
um,ao,um
stjórn,nveo,stjórn
efnahagsmála,nhfe,efnahagsmál
fékkst,sfm3eþ,fá
loks,aa,loks
samþ.,nven,samþ.
var,sfg3eþ,vera
það,fphen,það
allt,fohen,allur
slævt,lhensf,slævur
og,c,og
sundrað,lhensf,sundraður
",",",",","
og,c,og
Þjóðviljinn,nkengs,Þjóðvilji
birti,sfg3eþ,birta
greinaflokk,nkeo,greinaflokkur
við,ao,við
hlið,nveo,hlið
leiðara,nkee,leiðari
um,ao,um
hvernig,aa,hvernig
eitt,tfheo,einn
atriðið,nheog,atriði
af,aþ,af
öðru,foheþ,annar
í,aþ,í
tillögum,nvfþ,tillaga
Alþfl.manna,nkfe-s,Alþfl.maður
hefði,svg3eþ,hafa
ýmist,c,ýmist
verið,ssg,vera
skotið,sþghen,skjóta
niður,aa,niður
",",",",","
slævt,lhensf,slævur
eða,c,eða
ónýtt,lhensf,ónýtur
.,.,.
,,
Og,c,og
Þjóðviljinn,nkengs,Þjóðvilji
hrósaði,sfg3eþ,hrósa
Alþb.,nkeþ-s,Alþb.
sérstaklega,aa,sérstaklega
fyrir,ao,fyrir
að,cn,að
hafa,sng,hafa
gert,ssg,gera
þetta,faheo,þessi
án,ae,án
þess,fphee,það
að,cn,að
geta,sng,geta
sett,ssg,setja
neitt,foheo,neinn
í,ao,í
staðinn,nkeog,staður
.,.,.
,,
Nú,aa,nú
hefur,sfg3en,hafa
reynslan,nveng,reynsla
dæmt,ssg,dæma
.,.,.
,,
Í,aþ,í
þjóðhagsáætlun,nveþ,þjóðhagsáætlun
er,sfg3en,vera
spáð,sþghen,spá
að,c,að
verðbólgan,nveng,verðbólga
",",",",","
sem,ct,sem
var,sfg3eþ,vera
í,ao,í
fyrra,lheovm,fyrri
38%,ta,38%
",",",",","
verði,svg3en,verða
nú,aa,nú
55%,ta,55%
.,.,.
,,
Og,c,og
dýrtíðin,nveng,dýrtíð
hefur,sfg3en,hafa
eyðilagt,ssg,eyðileggja
hvert,fohen,hver
stefnumið,lhensf,stefnuminn
okkar,fp1fe,ég
á,ao,á
fætur,nkfo,fótur
öðru,foheþ,annar
.,.,.
,,
Ríkissjóður,nken,ríkissjóður
hefur,sfg3en,hafa
gerst,ssm,gera
botnlaust,lhensf,botnlaus
verðbólguhít,nhen,verðbólguhít
.,.,.
,,
Til,ae,til
þess,fphee,það
að,cn,að
fylla,sng,fylla
þá,aa,þá
hít,nkeo,hítur
höfum,sfg1fn,hafa
við,fp1fn,ég
þurft,ssg,þurfa
að,cn,að
leggja,sng,leggja
á,ao,á
19,ta,19
nýja,lkfosf,nýr
skatta,nkfo,skattur
.,.,.
,,
Skuldasöfnun,nven,skuldasöfnun
erlendis,aa,erlendis
hefur,sfg3en,hafa
farið,ssg,fara
40%,ta,40%
fram,aa,fram
yfir,ao,yfir
heimildir,nvfo,heimild
Alþ.,nvee-s,Alþ.
",",",",","
og,c,og
á,aþ,á
næsta,lheþve,næstur
ári,nheþ,ár
hefðu,svg3fþ,hafa
erlendar,lvfnsf,erlendur
lántökur,nvfn,lántaka
stefnt,ssg,stefna
í,aa,í
milli,ae,milli
90,ta,90
og,c,og
100,ta,100
milljarða,nkfe,milljarður
kr.,nvfn,kr.
",",",",","
sem,ct,sem
hefði,svg3eþ,hafa
þýtt,ssg,þýða
nettóaukningu,nveo,nettóaukning
á,aþ,á
erlendum,lvfþsf,erlendur
skuldum,nvfþ,skuld
þjóðarinnar,nveeg,þjóð
um,aa,um
45--60,ta,45--60
þús.,nhfn,þús.
millj.,tfvfe,millj.
kr.,nvfe,kr.
,,
Og,c,og
góðu,lhfnvf,góður
umbótamálin,nhfng,umbótamál
",",",",","
sem,ct,sem
ríkisstjórnarflokkarnir,nkfng,ríkisstjórnarflokkur
hafa,sng,hafa
viljað,ssg,vilja
fá,sng,fá
fram,aa,fram
",",",",","
hafa,sng,hafa
orðið,ssg,verða
að,aþ,að
engu,foheþ,enginn
í,aþ,í
höndunum,nvfþg,hönd
á,aþ,á
okkur,fp1fþ,ég
í,aþ,í
þessari,faveþ,þessi
óðaverðbólgu,nveþ,óðaverðbólga
.,.,.
,,
Góðir,lkfnsf,góður
hlustendur,nkfn,hlustandi
.,.,.
,,
Þeir,fpkfn,hann
ykkar,fp2fe,þú
",",",",","
sem,ct,sem
muna,sfg3fn,muna
málflutning,nkeo,málflutningur
okkar,fp1fe,ég
Alþfl.-manna,nkfe-s,Alþfl.-maður
á,aþ,á
s.l.,as,s.l.
vetri,nkeþ,vetur
",",",",","
muna,sng,muna
að,c,að
við,aa,við
sögðum,sfg1fþ,segja
þá,aa,þá
að,c,að
ef,c,ef
till.,nhfe,till.
okkar,fp1fe,ég
yrðu,svg3fþ,verða
ekki,aa,ekki
samþ.,lheþsf,samþ.
",",",",","
mundi,svg3eþ,munu
svona,aa,svona
fara,sng,fara
.,.,.
,,
Við,fp1fn,ég
vöruðum,sfg1fþ,vara
við,fp1fn,ég
.,.,.
,,
Reynslan,nveng,reynsla
hefur,sfg3en,hafa
nú,aa,nú
staðfest,ssg,staðfesta
að,c,að
viðvaranir,nvfn,viðvörun
okkar,fp1fe,ég
voru,sfg3fþ,vera
réttar,lvfnsf,réttur
.,.,.
,,
Lengi,aa,lengi
vel,aa,vel
vonuðum,sfg1fþ,vona
við,fp1fn,ég
að,c,að
menn,nkfn,maður
mundu,svg3fþ,munu
læra,sng,læra
af,aþ,af
reynslunni,nveþg,reynsla
",",",",","
tileinka,sfg3fn,tileinka
sér,fpkfþ,sig
breytta,lkfosf,breyttur
starfshætti,nkfo,starfsháttur
.,.,.
,,
Það,fpheo,það
gerðu,sfg3fþ,gera
þáv.,nkfn,þáv.
hæstv.,lkfnvm,hæstv.
forsrh.,nkfn,forsrh.
og,c,og
Framsfl.,nken-s,Framsfl.
hægt,aa,hægt
og,c,og
hikandi,lkenof,hikandi
",",",",","
enda,c,enda
eru,sfg3fn,vera
þeir,fpkfn,hann
nú,aa,nú
að,cn,að
flytja,sng,flytja
gömlu,lhfovf,gamall
till.,nhfo,till.
okkar,fp1fe,ég
síðan,aa,síðan
í,ao,í
fyrra,lheovm,fyrri
",",",",","
einu,lheþsf,einn
ári,nheþ,ár
of,aa,of
seint,aa,seint
.,.,.
,,
En,c,en
þriðji,lkenvf,þriðji
stjórnarflokkurinn,nkeng,stjórnarflokkur
",",",",","
Alþb.,nken-s,Alþb.
",",",",","
hafði,sfg3eþ,hafa
því,fpheþ,það
miður,aam,lítt
ekkert,foheo,enginn
lært,ssg,læra
og,c,og
engu,foheþ,enginn
gleymt,ssg,gleyma
",",",",","
og,c,og
í,aþ,í
þriggja,tfkfe,þrír
flokka,nkfe,flokkur
ríkisstj.,nvfþ,ríkisstj.
þarf,sfg3en,þurfa
þrjá,tfkfo,þrír
til,ae,til
þess,fphee,það
að,cn,að
framkvæma,sng,framkvæma
mál,nheo,mál
.,.,.
,,
Góðir,lkfnsf,góður
hlustendur,nkfn,hlustandi
.,.,.
,,
Við,fp1fn,ég
Alþfl.-menn,nkfn-s,Alþfl.-maður
trúðum,sfg1fþ,trúa
á,ao,á
þá,faveo,sá
stefnu,nveo,stefna
sem,ct,sem
við,fp1fn,ég
boðuðum,sfg1fþ,boða
í,aþ,í
síðustu,lvfþve,síðari
kosningum,nvfþ,kosning
.,.,.
,,
Mjög,aa,mjög
margir,lkfnsf,margur
ykkar,fp2fe,þú
trúðu,sfg3fþ,trúa
á,ao,á
þá,faveo,sá
stefnu,nveo,stefna
með,aþ,með
okkur,fp1fþ,ég
og,c,og
veittu,sfg3fþ,veita
okkur,fp1fo,ég
styrk,nkeo,styrkur
til,ae,til
þess,fphee,það
að,cn,að
koma,sng,koma
henni,fpveþ,hún
fram,aa,fram
",",",",","
og,c,og
við,fp1fn,ég
höfum,sfg1fn,hafa
á,aþ,á
Alþ.,nheþ-s,Alþ.
sýnt,ssg,sýna
fram,aa,fram
á,ao,á
það,fpheo,það
",",",",","
ekki,aa,ekki
einu,tfheþ,einn
sinni,nheþ,sinn
",",",",","
heldur,c,heldur
fjórum,tfhfþ,fjórir
sinnum,nhfþ,sinn
",",",",","
að,c,að
þessa,faveo,þessi
stefnu,nveo,stefna
er,sfg3en,vera
hægt,lhensf,hægur
að,cn,að
framkvæma,sng,framkvæma
.,.,.
,,
Aftur,aa,aftur
og,c,og
aftur,aa,aftur
höfum,sfg1fn,hafa
við,fp1fn,ég
barist,ssm,berja
fyrir,aþ,fyrir
henni,fpveþ,hún
.,.,.
,,
Aftur,aa,aftur
og,c,og
aftur,aa,aftur
hefur,sfg3en,hafa
sú,faven,sá
barátta,nven,barátta
orðið,ssg,verða
árangurslaus,lvensf,árangurslaus
",",",",","
vegna,ae,vegna
þess,fphee,það
að,c,að
á,ao,á
Alþingi,nheo-s,Alþingi
Íslendinga,nkfo-s,Íslendingur
sitja,sng,sitja
60,ta,60
þm.,lheþsf,þm.
",",",",","
en,c,en
þm.,lkensf,þm.
,,
Alþfl.,lkensf,Alþfl.
eru,sfg3fn,vera
14,ta,14
.,.,.
,,
Við,fp1fn,ég
skorumst,sfm1fþ,skora
ekki,aa,ekki
undan,aþ,undan
ábyrgðinni,nveþg,ábyrgð
.,.,.
,,
Við,aþ,við
berum,lhfþsf,ber
eins,aa,eins
og,c,og
aðrir,fokfn,annar
stjórnarflokkar,nkfn,stjórnarflokkur
ábyrgð,nveo,ábyrgð
á,aþ,á
því,faheþ,það
sem,ct,sem
gerst,sfm3en,gera
hefur,sfg3en,hafa
á,aþ,á
s.l.,as,s.l.
ári,nheþ,ár
.,.,.
,,
Við,fp1fn,ég
vorum,sfg1fþ,vera
reiðubúnir,lkfnsf,reiðubúinn
til,ae,til
þess,fphee,það
að,cn,að
axla,sng,axla
